NN
actor,F:,9,T:,17
portion,F:,2,T:,3
configuration,F:,8,T:,5
type,F:,31,T:,13
usage,F:,8,T:,1
character,F:,7,T:,2
encoding,F:,1,T:,0
level,F:,24,T:,8
reason,F:,29,T:,11
log,F:,7,T:,11
entity,F:,6,T:,1
identity,F:,10,T:,5
owner,F:,19,T:,4
feature,F:,21,T:,11
function,F:,11,T:,13
behavior,F:,10,T:,13
version,F:,24,T:,24
drive,F:,8,T:,10
size,F:,4,T:,3
space,F:,13,T:,2
computing,F:,8,T:,1
failure,F:,5,T:,1
environment,F:,17,T:,5
change,F:,17,T:,9
management,F:,24,T:,5
process,F:,32,T:,15
state,F:,19,T:,5
trust,F:,10,T:,2
evidence,F:,3,T:,1
party,F:,16,T:,5
reporting,F:,4,T:,0
program,F:,32,T:,13
factor,F:,5,T:,1
consideration,F:,4,T:,0
application,F:,23,T:,20
model,F:,17,T:,4
risk,F:,38,T:,4
component,F:,15,T:,9
services,F:,5,T:,6
nature,F:,8,T:,1
cost,F:,17,T:,3
requirement,F:,10,T:,1
practice,F:,16,T:,4
task,F:,11,T:,7
confusion,F:,2,T:,0
business,F:,37,T:,10
phase,F:,2,T:,1
development,F:,16,T:,7
production,F:,4,T:,0
inspection,F:,8,T:,2
resource,F:,15,T:,11
line,F:,13,T:,10
policy,F:,15,T:,3
request,F:,9,T:,7
solution,F:,45,T:,14
admin,F:,2,T:,3
benefit,F:,12,T:,0
person,F:,11,T:,2
chance,F:,16,T:,2
success,F:,8,T:,5
force,F:,5,T:,4
ability,F:,18,T:,10
rule,F:,14,T:,7
example,F:,32,T:,16
operation,F:,25,T:,21
expert,F:,25,T:,8
purpose,F:,14,T:,4
question,F:,16,T:,7
creation,F:,4,T:,1
place,F:,25,T:,4
role,F:,10,T:,4
set,F:,9,T:,9
potential,F:,5,T:,2
database,F:,13,T:,5
investigation,F:,9,T:,7
software,F:,38,T:,21
gap,F:,7,T:,1
layer,F:,10,T:,6
government,F:,21,T:,8
addition,F:,14,T:,13
report,F:,28,T:,16
statement,F:,9,T:,2
monitor,F:,5,T:,0
monitoring,F:,6,T:,7
encrypt,F:,1,T:,1
step,F:,29,T:,12
limit,F:,5,T:,1
damage,F:,8,T:,1
input,F:,6,T:,3
protection,F:,39,T:,14
content,F:,9,T:,8
core,F:,6,T:,2
api,F:,3,T:,6
malware,F:,41,T:,41
string,F:,3,T:,10
date,F:,11,T:,5
number,F:,49,T:,19
recovery,F:,6,T:,0
order,F:,19,T:,13
introduction,F:,3,T:,0
text,F:,6,T:,11
reference,F:,4,T:,4
query,F:,2,T:,2
sql,F:,3,T:,1
visibility,F:,6,T:,1
framework,F:,5,T:,6
interaction,F:,4,T:,0
php,F:,2,T:,1
css,F:,1,T:,0
exception,F:,3,T:,1
combination,F:,12,T:,3
compromise,F:,16,T:,9
comment,F:,7,T:,2
setting,F:,16,T:,4
activation,F:,1,T:,0
corruption,F:,4,T:,1
disclosure,F:,6,T:,0
authentication,F:,7,T:,3
host,F:,5,T:,7
address,F:,18,T:,16
port,F:,5,T:,6
permission,F:,8,T:,2
integrity,F:,5,T:,1
method,F:,21,T:,19
check,F:,4,T:,8
privilege,F:,7,T:,7
mechanism,F:,6,T:,10
attempt,F:,12,T:,11
loop,F:,2,T:,3
storage,F:,9,T:,6
minimum,F:,4,T:,0
compartment,F:,1,T:,0
hash,F:,3,T:,2
salt,F:,1,T:,1
plaintext,F:,1,T:,0
administrator,F:,5,T:,9
parent,F:,6,T:,0
posture,F:,4,T:,1
contents,F:,6,T:,5
scanner,F:,3,T:,1
defens,F:,6,T:,2
scenario,F:,13,T:,3
communication,F:,8,T:,14
impact,F:,18,T:,2
group,F:,16,T:,19
value,F:,9,T:,5
loss,F:,13,T:,2
action,F:,15,T:,7
%,F:,20,T:,8
capability,F:,15,T:,9
target,F:,17,T:,23
ip,F:,8,T:,14
opportunity,F:,9,T:,2
performance,F:,10,T:,0
effect,F:,8,T:,4
term,F:,16,T:,5
new,F:,10,T:,5
federal,F:,1,T:,1
end,F:,13,T:,10
attention,F:,10,T:,4
property,F:,7,T:,0
record,F:,12,T:,2
procedure,F:,5,T:,4
array,F:,1,T:,2
claim,F:,6,T:,4
body,F:,2,T:,2
authority,F:,4,T:,3
scale,F:,6,T:,4
decision,F:,12,T:,2
result,F:,17,T:,13
price,F:,8,T:,3
leak,F:,2,T:,0
likelihood,F:,4,T:,0
confidentiality,F:,2,T:,0
delay,F:,1,T:,0
implementation,F:,10,T:,5
constraint,F:,1,T:,0
technique,F:,15,T:,27
track,F:,10,T:,6
custom,F:,3,T:,4
consequence,F:,10,T:,0
knowledge,F:,14,T:,5
accuracy,F:,3,T:,0
approach,F:,26,T:,14
machine,F:,26,T:,21
path,F:,6,T:,4
principle,F:,9,T:,2
algorithm,F:,8,T:,4
hardware,F:,9,T:,0
exposure,F:,3,T:,1
transition,F:,3,T:,3
research,F:,33,T:,13
vector,F:,8,T:,6
startup,F:,2,T:,2
timing,F:,2,T:,1
index,F:,2,T:,0
detection,F:,12,T:,22
root,F:,5,T:,2
store,F:,9,T:,7
intent,F:,4,T:,0
list,F:,25,T:,12
c,F:,1,T:,6
vendor,F:,21,T:,1
evaluation,F:,3,T:,0
mitigation,F:,1,T:,4
effort,F:,16,T:,9
acronym,F:,1,T:,0
effectiveness,F:,3,T:,0
specification,F:,2,T:,0
workload,F:,4,T:,0
segment,F:,2,T:,1
client,F:,7,T:,2
lack,F:,9,T:,1
architecture,F:,5,T:,0
manual,F:,2,T:,1
alternative,F:,2,T:,1
box,F:,4,T:,4
analysis,F:,19,T:,21
profile,F:,11,T:,4
library,F:,6,T:,5
key,F:,10,T:,8
documentation,F:,3,T:,1
firewall,F:,5,T:,6
synchronization,F:,1,T:,0
domain,F:,7,T:,11
conversion,F:,1,T:,0
prevention,F:,9,T:,2
picture,F:,12,T:,3
context,F:,6,T:,2
exec,F:,1,T:,0
master,F:,2,T:,0
directive,F:,2,T:,0
automated,F:,1,T:,0
net,F:,3,T:,4
letter,F:,3,T:,2
representation,F:,2,T:,1
violation,F:,2,T:,0
quote,F:,1,T:,0
strategy,F:,11,T:,5
frequency,F:,2,T:,1
tag,F:,4,T:,1
suggestion,F:,2,T:,0
http,F:,4,T:,7
cause,F:,5,T:,0
scheme,F:,5,T:,3
variety,F:,10,T:,3
interface,F:,9,T:,6
expiration,F:,2,T:,1
module,F:,5,T:,12
safe,F:,3,T:,0
windows,F:,14,T:,19
testing,F:,5,T:,1
utility,F:,4,T:,4
theory,F:,1,T:,2
os,F:,8,T:,4
default,F:,9,T:,6
hole,F:,6,T:,4
flaw,F:,8,T:,7
researcher,F:,22,T:,30
injection,F:,3,T:,7
condition,F:,4,T:,2
focus,F:,6,T:,0
home,F:,20,T:,5
memory,F:,12,T:,10
exploit,F:,13,T:,13
x,F:,4,T:,3
replacement,F:,2,T:,0
mode,F:,3,T:,4
choice,F:,4,T:,2
weakness,F:,3,T:,1
area,F:,19,T:,3
instance,F:,9,T:,12
variant,F:,5,T:,16
child,F:,4,T:,1
design,F:,7,T:,0
functionality,F:,3,T:,13
java,F:,2,T:,4
link,F:,17,T:,11
trojan,F:,7,T:,15
programming,F:,6,T:,2
thought,F:,3,T:,0
operating,F:,10,T:,5
means,F:,7,T:,2
execution,F:,7,T:,10
object,F:,5,T:,3
field,F:,8,T:,3
phishing,F:,10,T:,15
modification,F:,3,T:,3
url,F:,4,T:,15
instruction,F:,1,T:,4
test,F:,6,T:,4
webpage,F:,1,T:,0
window,F:,5,T:,6
output,F:,1,T:,1
note,F:,4,T:,5
following,F:,3,T:,2
select,F:,1,T:,0
pair,F:,1,T:,2
surface,F:,3,T:,3
defense,F:,12,T:,7
chain,F:,5,T:,11
collection,F:,4,T:,5
microsoft,F:,9,T:,11
section,F:,3,T:,5
deal,F:,6,T:,0
document,F:,14,T:,15
crash,F:,1,T:,0
transfer,F:,5,T:,3
heap,F:,1,T:,0
item,F:,4,T:,2
notice,F:,2,T:,0
scope,F:,1,T:,1
packet,F:,3,T:,1
middle,F:,4,T:,3
validation,F:,1,T:,1
filter,F:,5,T:,4
certification,F:,1,T:,0
sphere,F:,3,T:,0
routine,F:,1,T:,5
attribute,F:,3,T:,1
analyzer,F:,1,T:,1
traffic,F:,9,T:,15
tester,F:,3,T:,0
driver,F:,6,T:,2
runtime,F:,3,T:,3
circumstance,F:,3,T:,1
consumption,F:,2,T:,0
reader,F:,2,T:,2
exploitation,F:,5,T:,1
phrase,F:,3,T:,0
spring,F:,2,T:,0
mark,F:,3,T:,1
desktop,F:,6,T:,6
balance,F:,3,T:,1
folder,F:,3,T:,3
restriction,F:,1,T:,0
generator,F:,1,T:,0
stream,F:,1,T:,2
flag,F:,2,T:,3
load,F:,1,T:,2
subset,F:,1,T:,2
entry,F:,4,T:,6
guarantee,F:,2,T:,0
administration,F:,5,T:,6
distinction,F:,1,T:,1
advance,F:,1,T:,1
inclusion,F:,1,T:,0
directory,F:,1,T:,8
script,F:,3,T:,9
parameter,F:,6,T:,4
intention,F:,1,T:,0
debugger,F:,1,T:,1
disassembler,F:,1,T:,0
shell,F:,2,T:,3
python,F:,2,T:,1
class,F:,6,T:,2
maximum,F:,2,T:,0
selinux,F:,1,T:,0
apparmor,F:,1,T:,0
computation,F:,2,T:,1
flow,F:,3,T:,3
kernel,F:,3,T:,1
logic,F:,1,T:,1
separation,F:,2,T:,0
quality,F:,8,T:,1
dns,F:,4,T:,3
relationship,F:,2,T:,0
graph,F:,1,T:,1
scripting,F:,1,T:,2
perl,F:,1,T:,0
color,F:,1,T:,0
positive,F:,3,T:,0
absence,F:,2,T:,0
criterion,F:,3,T:,1
format,F:,3,T:,2
identifier,F:,1,T:,1
header,F:,1,T:,2
stage,F:,3,T:,14
classification,F:,2,T:,0
generation,F:,8,T:,4
l,F:,1,T:,0
table,F:,1,T:,4
length,F:,3,T:,2
patient,F:,4,T:,0
package,F:,1,T:,7
channel,F:,2,T:,3
watch,F:,1,T:,0
manner,F:,2,T:,1
depth,F:,1,T:,1
perspective,F:,8,T:,2
diagnosis,F:,1,T:,0
username,F:,2,T:,4
coverage,F:,4,T:,1
fault,F:,2,T:,1
warning,F:,2,T:,1
instability,F:,1,T:,0
sandbox,F:,3,T:,9
template,F:,1,T:,0
integer,F:,1,T:,0
overflow,F:,1,T:,1
layout,F:,1,T:,0
randomization,F:,1,T:,0
aslr,F:,1,T:,0
outsider,F:,1,T:,0
iteration,F:,2,T:,3
binary,F:,1,T:,2
unix,F:,1,T:,1
september,F:,2,T:,8
openssl,F:,1,T:,2
expectation,F:,1,T:,0
threshold,F:,1,T:,0
semantics,F:,1,T:,0
protocol,F:,6,T:,6
javascript,F:,1,T:,8
html,F:,1,T:,5
expression,F:,1,T:,0
credential,F:,1,T:,0
jail,F:,1,T:,0
implication,F:,2,T:,0
respect,F:,4,T:,1
variation,F:,1,T:,0
identify,F:,1,T:,0
horse,F:,1,T:,1
ssl,F:,1,T:,2
understand,F:,1,T:,0
*,F:,1,T:,0
denial,F:,1,T:,0
overhead,F:,1,T:,0
attackers,F:,2,T:,6
bypass,F:,1,T:,3
man-in-the-middle,F:,1,T:,0
checking,F:,1,T:,0
transit,F:,1,T:,0
structure,F:,1,T:,2
cryptography,F:,1,T:,0
sequence,F:,1,T:,2
math,F:,1,T:,0
modeling,F:,1,T:,0
doctor,F:,2,T:,0
cve,F:,1,T:,0
match,F:,1,T:,0
standpoint,F:,1,T:,0
programmer,F:,0,T:,3
handling,F:,0,T:,1
etc/passwd,F:,0,T:,1
redirection,F:,0,T:,6
redirect,F:,0,T:,2
persistence,F:,0,T:,6
whitelist,F:,0,T:,2
c++,F:,0,T:,2
mutex,F:,0,T:,1
measurement,F:,0,T:,1
worm,F:,0,T:,3
expansion,F:,0,T:,2
executable,F:,0,T:,5
copying,F:,0,T:,2
fashion,F:,0,T:,3
upload,F:,0,T:,1
md5,F:,0,T:,6
exit,F:,0,T:,3
g,F:,0,T:,2
read,F:,0,T:,1
shutdown,F:,0,T:,2
interval,F:,0,T:,2
origin,F:,0,T:,2
\,F:,0,T:,3
style,F:,0,T:,2
byte,F:,0,T:,4
dir,F:,0,T:,1
decoding,F:,0,T:,1
indication,F:,0,T:,2
apache,F:,0,T:,1
jsp,F:,0,T:,1
appearance,F:,0,T:,2
signing,F:,0,T:,1
filename,F:,0,T:,2
nul,F:,0,T:,1
sniffer,F:,0,T:,1
argument,F:,0,T:,1
ms,F:,0,T:,1
construct,F:,0,T:,1
topology,F:,0,T:,1
buffer,F:,0,T:,1
meaning,F:,0,T:,1
upgrade,F:,0,T:,2
xyz,F:,0,T:,1
hostname,F:,0,T:,1
manifest,F:,0,T:,1
dictionary,F:,0,T:,1
blacklist,F:,0,T:,1
pie,F:,0,T:,1

VB
read,F:,18,T:,8
secure,F:,24,T:,6
protect,F:,45,T:,16
include,F:,54,T:,31
download,F:,18,T:,22
compile,F:,3,T:,4
fail,F:,8,T:,3
implement,F:,19,T:,13
log,F:,9,T:,6
save,F:,14,T:,3
break,F:,18,T:,6
follow,F:,39,T:,27
deny,F:,3,T:,0
accord,F:,28,T:,12
attach,F:,3,T:,2
open,F:,17,T:,16
close,F:,3,T:,4
design,F:,18,T:,12
treat,F:,3,T:,1
install,F:,34,T:,26
attempt,F:,8,T:,9
add,F:,25,T:,12
submit,F:,2,T:,1
demonstrate,F:,13,T:,5
provide,F:,50,T:,18
forget,F:,13,T:,1
receive,F:,17,T:,8
recommend,F:,13,T:,5
rely,F:,10,T:,7
act,F:,9,T:,3
delete,F:,7,T:,5
store,F:,20,T:,4
load,F:,1,T:,8
occur,F:,13,T:,6
allow,F:,28,T:,18
refer,F:,4,T:,3
visit,F:,6,T:,6
track,F:,11,T:,5
steal,F:,31,T:,24
gain,F:,26,T:,13
generate,F:,11,T:,5
authenticate,F:,3,T:,0
choose,F:,6,T:,5
access,F:,18,T:,7
update,F:,25,T:,18
change,F:,33,T:,12
accept,F:,6,T:,3
involve,F:,21,T:,14
associate,F:,8,T:,5
relate,F:,9,T:,7
pose,F:,13,T:,4
consider,F:,26,T:,6
handle,F:,9,T:,1
understand,F:,28,T:,3
fall,F:,12,T:,2
request,F:,6,T:,0
regard,F:,5,T:,5
enable,F:,22,T:,11
search,F:,7,T:,3
display,F:,3,T:,3
connect,F:,21,T:,13
specify,F:,2,T:,1
identify,F:,19,T:,11
encounter,F:,2,T:,1
represent,F:,9,T:,1
prove,F:,11,T:,1
introduce,F:,8,T:,3
affect,F:,20,T:,14
compute,F:,4,T:,1
free,F:,3,T:,0
prevent,F:,20,T:,13
create,F:,43,T:,19
solve,F:,10,T:,0
build,F:,21,T:,7
manage,F:,27,T:,7
maintain,F:,9,T:,3
ensure,F:,24,T:,8
lock,F:,6,T:,2
validate,F:,3,T:,2
replace,F:,11,T:,3
set,F:,25,T:,8
produce,F:,8,T:,5
require,F:,27,T:,5
simplify,F:,4,T:,0
attack,F:,15,T:,8
assume,F:,9,T:,2
automate,F:,8,T:,5
enter,F:,17,T:,6
check,F:,17,T:,12
eliminate,F:,8,T:,2
destroy,F:,4,T:,1
suggest,F:,11,T:,6
perform,F:,11,T:,8
trust,F:,12,T:,3
depend,F:,8,T:,4
guess,F:,5,T:,3
propose,F:,4,T:,0
happen,F:,23,T:,4
integrate,F:,7,T:,1
view,F:,2,T:,1
deal,F:,21,T:,2
reduce,F:,18,T:,4
continue,F:,32,T:,15
fix,F:,12,T:,4
resolve,F:,2,T:,4
result,F:,16,T:,4
cut,F:,4,T:,1
compromise,F:,24,T:,16
exploit,F:,34,T:,19
limit,F:,12,T:,3
monitor,F:,11,T:,9
expect,F:,15,T:,2
reveal,F:,13,T:,9
expose,F:,16,T:,5
launch,F:,15,T:,16
publish,F:,12,T:,8
place,F:,8,T:,1
review,F:,12,T:,2
target,F:,27,T:,33
deploy,F:,10,T:,8
encrypt,F:,10,T:,10
cause,F:,13,T:,3
host,F:,6,T:,8
contain,F:,23,T:,20
inject,F:,4,T:,9
exist,F:,27,T:,7
impact,F:,8,T:,4
retrieve,F:,3,T:,3
form,F:,2,T:,1
cover,F:,13,T:,4
offer,F:,28,T:,3
process,F:,11,T:,3
modify,F:,8,T:,8
file,F:,8,T:,4
focus,F:,18,T:,9
indicate,F:,8,T:,4
reach,F:,13,T:,2
share,F:,15,T:,12
define,F:,12,T:,0
disable,F:,4,T:,4
configure,F:,6,T:,3
lead,F:,26,T:,13
write,F:,18,T:,24
avoid,F:,10,T:,12
execute,F:,8,T:,19
lose,F:,19,T:,1
analyze,F:,11,T:,10
release,F:,18,T:,5
increase,F:,24,T:,8
minimize,F:,6,T:,1
subvert,F:,1,T:,0
develop,F:,27,T:,8
hijack,F:,4,T:,5
jump,F:,4,T:,1
hold,F:,13,T:,3
appear,F:,11,T:,18
coerce,F:,1,T:,0
combine,F:,7,T:,4
record,F:,5,T:,2
report,F:,18,T:,13
copy,F:,2,T:,6
operate,F:,14,T:,7
establish,F:,7,T:,3
intend,F:,7,T:,3
support,F:,18,T:,5
interpret,F:,3,T:,0
assess,F:,6,T:,3
constrain,F:,1,T:,0
restrict,F:,4,T:,2
hide,F:,9,T:,13
base,F:,29,T:,18
function,F:,5,T:,1
list,F:,3,T:,1
transmit,F:,4,T:,0
recognize,F:,7,T:,0
evaluate,F:,10,T:,1
point,F:,7,T:,6
disconnect,F:,6,T:,2
remove,F:,15,T:,7
suppose,F:,3,T:,1
note,F:,14,T:,11
code,F:,3,T:,2
throw,F:,4,T:,0
transform,F:,4,T:,0
determine,F:,14,T:,11
click,F:,19,T:,6
state,F:,6,T:,2
mention,F:,7,T:,12
mitigate,F:,10,T:,7
send,F:,17,T:,20
assure,F:,2,T:,0
tag,F:,1,T:,0
oppose,F:,3,T:,0
control,F:,7,T:,9
belong,F:,5,T:,3
map,F:,2,T:,0
end,F:,6,T:,3
recover,F:,6,T:,1
carry,F:,11,T:,11
force,F:,10,T:,3
apply,F:,19,T:,5
bypass,F:,6,T:,7
soar,F:,1,T:,0
declare,F:,1,T:,0
capture,F:,3,T:,2
phish,F:,8,T:,7
claim,F:,10,T:,5
pass,F:,10,T:,6
disclose,F:,6,T:,3
divide,F:,2,T:,0
interfere,F:,1,T:,0
detect,F:,21,T:,26
overwrite,F:,2,T:,1
corrupt,F:,1,T:,0
distinguish,F:,1,T:,1
train,F:,2,T:,1
prohibit,F:,2,T:,0
examine,F:,2,T:,4
consult,F:,1,T:,1
mark,F:,3,T:,0
skip,F:,1,T:,1
verify,F:,6,T:,5
wrap,F:,1,T:,1
institute,F:,2,T:,0
obtain,F:,16,T:,5
distribute,F:,7,T:,10
transfer,F:,3,T:,2
hash,F:,3,T:,2
enforce,F:,3,T:,1
raise,F:,10,T:,1
succeed,F:,3,T:,1
advertise,F:,4,T:,1
compare,F:,8,T:,6
range,F:,4,T:,2
filter,F:,5,T:,1
cleanse,F:,3,T:,0
vary,F:,4,T:,1
decline,F:,4,T:,2
behave,F:,3,T:,0
exhibit,F:,2,T:,2
alert,F:,3,T:,0
spot,F:,2,T:,6
meet,F:,8,T:,2
drop,F:,7,T:,10
influence,F:,1,T:,1
prefer,F:,3,T:,2
desire,F:,1,T:,1
trigger,F:,3,T:,4
redirect,F:,3,T:,5
study,F:,1,T:,1
flow,F:,1,T:,1
differ,F:,4,T:,5
arise,F:,3,T:,0
reverse,F:,1,T:,3
preserve,F:,2,T:,1
reuse,F:,2,T:,2
convert,F:,2,T:,1
account,F:,3,T:,2
lower,F:,1,T:,1
violate,F:,2,T:,0
expire,F:,4,T:,2
print,F:,1,T:,0
diagnose,F:,1,T:,0
leak,F:,4,T:,2
stack,F:,1,T:,0
compartmentalize,F:,1,T:,0
assign,F:,1,T:,0
embed,F:,1,T:,6
honor,F:,1,T:,0
obfuscate,F:,1,T:,9
underlie,F:,1,T:,0
originate,F:,2,T:,3
upload,F:,1,T:,7
escape,F:,1,T:,0
gear,F:,1,T:,0
throttle,F:,1,T:,0
tamper,F:,1,T:,1
command,F:,1,T:,1
reflect,F:,1,T:,2
finish,F:,1,T:,0
erase,F:,0,T:,2
dump,F:,0,T:,3
invoke,F:,0,T:,3
encode,F:,0,T:,2
overlap,F:,0,T:,2
terminate,F:,0,T:,1
approve,F:,0,T:,1
interrupt,F:,0,T:,2
reject,F:,0,T:,1
allocate,F:,0,T:,2
decode,F:,0,T:,4
supply,F:,0,T:,1
exit,F:,0,T:,2
debug,F:,0,T:,1
exceed,F:,0,T:,1
recreate,F:,0,T:,1
export,F:,0,T:,1
query,F:,0,T:,2
precede,F:,0,T:,1
pop,F:,0,T:,1
sniff,F:,0,T:,1
construct,F:,0,T:,1
trail,F:,0,T:,1
insert,F:,0,T:,1

JJ
useful,F:,8,T:,2
secure,F:,25,T:,5
impossible,F:,6,T:,2
private,F:,15,T:,8
confidential,F:,4,T:,1
human,F:,9,T:,0
regular,F:,16,T:,3
poor,F:,7,T:,0
corresponding,F:,1,T:,0
new,F:,57,T:,30
public,F:,21,T:,8
unique,F:,15,T:,8
available,F:,32,T:,16
active,F:,8,T:,15
important,F:,38,T:,8
multiple,F:,18,T:,11
broad,F:,5,T:,0
easier,F:,10,T:,0
particular,F:,11,T:,7
different,F:,34,T:,22
best,F:,35,T:,13
anonymous,F:,1,T:,1
difficult,F:,23,T:,6
sure,F:,29,T:,5
small,F:,15,T:,2
shared,F:,4,T:,1
internal,F:,12,T:,8
formal,F:,2,T:,0
high,F:,17,T:,7
successful,F:,11,T:,10
dynamic,F:,7,T:,2
real,F:,18,T:,2
short,F:,10,T:,2
external,F:,13,T:,3
independent,F:,8,T:,3
additional,F:,26,T:,7
single,F:,12,T:,3
manual,F:,2,T:,2
appropriate,F:,7,T:,4
simple,F:,22,T:,8
correct,F:,4,T:,0
likely,F:,30,T:,11
current,F:,12,T:,6
relevant,F:,9,T:,4
sensitive,F:,19,T:,5
possible,F:,27,T:,15
certain,F:,11,T:,8
automated,F:,4,T:,0
mobile,F:,19,T:,11
unauthorized,F:,6,T:,0
suspicious,F:,11,T:,11
malicious,F:,34,T:,34
extra,F:,3,T:,2
able,F:,35,T:,13
fake,F:,11,T:,5
inconsistent,F:,1,T:,0
potential,F:,20,T:,5
wary,F:,3,T:,1
proper,F:,6,T:,0
major,F:,24,T:,6
username,F:,2,T:,1
better,F:,19,T:,3
database-driven,F:,1,T:,0
uncommon,F:,1,T:,2
unchanged,F:,1,T:,0
legitimate,F:,12,T:,20
general,F:,11,T:,6
actual,F:,7,T:,4
accessible,F:,3,T:,1
effective,F:,23,T:,8
complete,F:,14,T:,5
aware,F:,14,T:,3
automatic,F:,3,T:,2
true,F:,14,T:,4
red,F:,3,T:,0
close,F:,4,T:,2
separate,F:,3,T:,4
previous,F:,11,T:,10
unnecessary,F:,7,T:,2
untrusted,F:,2,T:,1
unexpected,F:,2,T:,1
arbitrary,F:,4,T:,4
significant,F:,8,T:,6
severe,F:,2,T:,1
specific,F:,18,T:,15
large,F:,20,T:,7
global,F:,19,T:,4
false,F:,5,T:,2
critical,F:,28,T:,6
privileged,F:,4,T:,0
unable,F:,5,T:,5
wrong,F:,16,T:,1
unavailable,F:,1,T:,1
dangerous,F:,13,T:,1
downstream,F:,1,T:,0
double,F:,1,T:,1
normal,F:,5,T:,1
greater,F:,9,T:,2
essential,F:,8,T:,1
responsible,F:,8,T:,7
valid,F:,4,T:,2
accurate,F:,7,T:,1
vulnerable,F:,16,T:,5
day-to-day,F:,3,T:,1
subject,F:,4,T:,1
prone,F:,1,T:,0
prominent,F:,4,T:,2
structured,F:,2,T:,0
third-party,F:,12,T:,6
entire,F:,11,T:,5
mid,F:,2,T:,1
common,F:,16,T:,13
similar,F:,17,T:,18
massive,F:,6,T:,2
valuable,F:,13,T:,3
reliable,F:,8,T:,2
traditional,F:,12,T:,4
rare,F:,2,T:,4
static,F:,2,T:,2
reasonable,F:,1,T:,1
primary,F:,4,T:,2
environmental,F:,1,T:,0
equivalent,F:,1,T:,0
main,F:,15,T:,9
subsequent,F:,3,T:,0
present,F:,2,T:,5
alert,F:,2,T:,1
free,F:,11,T:,9
standard,F:,5,T:,5
direct,F:,6,T:,6
original,F:,5,T:,6
open,F:,12,T:,12
larger,F:,4,T:,1
select,F:,2,T:,2
narrow,F:,1,T:,0
safe,F:,16,T:,2
random,F:,3,T:,3
protected,F:,4,T:,0
feasible,F:,2,T:,0
absolute,F:,1,T:,0
black,F:,11,T:,2
disabled,F:,1,T:,1
susceptible,F:,4,T:,0
second,F:,6,T:,11
weak,F:,3,T:,1
longer,F:,4,T:,2
non-standard,F:,1,T:,0
built-in,F:,3,T:,2
insecure,F:,4,T:,2
unusual,F:,4,T:,6
blue,F:,1,T:,0
careful,F:,5,T:,4
native,F:,3,T:,5
related,F:,18,T:,17
sufficient,F:,2,T:,0
typical,F:,8,T:,7
executable,F:,2,T:,11
special,F:,10,T:,5
obsolete,F:,1,T:,0
unencrypted,F:,1,T:,0
higher,F:,6,T:,1
centralized,F:,3,T:,0
limited,F:,5,T:,5
precise,F:,1,T:,0
necessary,F:,11,T:,9
perfect,F:,5,T:,1
applicable,F:,3,T:,0
improper,F:,2,T:,0
strong,F:,8,T:,3
risky,F:,4,T:,1
extensive,F:,4,T:,2
binary,F:,1,T:,8
intermediate,F:,2,T:,2
safest,F:,2,T:,0
hidden,F:,2,T:,2
virtual,F:,10,T:,8
detectable,F:,1,T:,1
incorrect,F:,2,T:,0
timely,F:,3,T:,2
fixed,F:,1,T:,0
low-level,F:,1,T:,1
intermediary,F:,1,T:,0
recipient,F:,1,T:,3
minimal,F:,4,T:,1
diagnostic,F:,1,T:,0
