id,label,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145
F11,0,0.18,0.04,0.09,0.07,0.2,0.1,0.11,0.25,0.04,0.08,0,0.08,0.09,0.09,0.46,0.08,0.19,0,0.14,0.08,0.08,0.15,0.09,0.46,0.17,0.29,0.1,0.08,0.22,0.06,0.34,0.2,0.2,0.31,0.16,0.14,0.29,0.43,0.85,0.12,0.3,0.06,0.12,0.12,0.12,0.28,0.19,0.14,0.16,0.09,0.15,0.13,0.44,0.13,0.21,0.09,0.12,0.1,0.06,0.05,0.28,0.15,0.3,0.08,0.13,0.04,0.24,0.09,0.06,0.11,0.09,0.31,0.06,0.06,0.13,0.06,0.12,0.11,0.22,0.08,0.21,0.1,0.1,0.07,0.09,0.18,0.18,0.64,0.18,0.09,0.27,0.06,0.15,0.46,0.09,0.19,0.16,0.06,0.52,1,0.3,0.39,0.48,0.29,0.15,0.15,0.12,0.04,0.14,0.08,0.11,0.26,0.05,0.04,0.12,0.11,0.31,0.22,0.05,0.07,0.07,0.11,0.1,0.06,0.05,0.08,0.17,0.08,0.15,0.16,0.11,0.08,0.3,0.16,0.16,0.05,0.25,0.08,0.11,0.19,0.14,0.12,0.07,0.13,0.04
F12,0,0.09,0.06,0.16,0.06,0.08,0.16,0.21,0.2,0.06,0.15,0.08,0,0.08,0.07,0.11,0.12,0.13,0.43,0.07,0.17,0.07,0.05,0.1,0.25,0.27,0.47,1,0.09,0.11,0.12,0.16,0.19,0.19,0.16,0.04,0.23,0.19,0.07,0.14,0.08,0.44,0.04,0.09,0.04,0.15,0.26,0.36,0.07,0.26,0.04,0.2,0.27,0.62,0.1,0.56,0.15,0.07,0.07,0.07,0.08,0.08,0.14,0.1,0.17,0.18,0.18,0.21,0.15,0.06,0.11,0.03,0.1,0.05,0.09,0.04,0.04,0.05,0.09,0.39,0.07,0.09,0.18,0.1,0.15,0.1,0.09,0.31,0.03,0.29,0.05,0.13,0.32,0.3,0.14,0.12,0.67,0.28,0.05,0.1,0.12,0.15,0.09,0.15,0.71,0.07,0.19,0.34,0.13,0.06,0.09,0.31,0.08,0.09,0.06,0.08,0.14,0.12,0.1,0.07,0.07,0.03,0.17,0.06,0.08,0.04,0.12,0.23,0.23,0.13,0.22,0.29,0.06,0.11,0.77,0.68,0.39,0.12,0.11,0.18,0.31,0.11,0.2,0.04,0.2,0.05
F13,0,0.17,1,0.16,0.08,0.09,0.38,0.2,0.09,0.06,0.09,0.1,0.08,0,0.05,0.15,0.12,0.34,0.39,0.12,0.16,0.09,0.06,0.07,0.54,0.12,0.38,0.18,0.11,0.16,0.2,0.09,0.2,0.2,0.49,0.07,0.18,1,0.06,0.29,0.27,0.24,0.02,0.12,0.03,0.24,0.1,0.15,0.06,0.4,0.02,0.15,0.05,0.31,0.09,1,1,0.03,0.1,0.13,0.08,0.04,0.18,0.09,0.05,0.19,0.11,0.17,0.17,0.04,0.06,0.07,0.1,0.09,0.12,0.06,0.05,0.13,0.06,0.12,0.06,0.05,0.09,0.11,0.12,0.05,0.31,0.32,0.06,0.79,0.04,0.26,0.16,0.2,0.18,0.07,0.12,0.2,0.05,0.15,0.24,0.13,0.18,0.08,0.24,0.22,0.17,0.06,0.13,0.42,0.11,0.08,0.44,0.08,0.07,0.27,0.06,0.12,0.09,0.03,0.11,0.06,0.18,0.12,0.12,0.09,0.07,0.08,0.22,0.2,0.14,0.16,0.03,0.52,0.09,0.35,0.41,0.17,0.11,0.13,0.14,0.27,0.23,0.03,0.73,0.04
F14,0,0.07,0.07,0.16,0.21,0.07,0.08,0.33,0.16,0.05,0.11,0.1,0.07,0.05,0,0.13,0.3,1,0.19,0.13,0.24,0.08,0.14,0.04,0.55,0.14,0.56,0.11,0.21,0.18,0.15,0.11,0.39,0.39,0.17,0.07,0.29,0.15,0.02,0.18,0.14,0.07,0.04,0.27,0.09,0.21,0.17,0.22,0.04,0.3,0.06,0.28,0.19,0.21,0.2,0.31,0.55,0.13,0.13,0.1,0.29,0.29,0.02,0.2,0.15,0.15,0.14,0.31,0.12,0.04,0.04,0.07,0.13,0.07,0.06,0.08,0.05,0.27,0.07,1,0.04,0.12,0.08,0.16,0.26,0.13,0.43,0.64,0,0.68,0.05,0.23,0.15,0.59,0.09,1,0.03,0.26,0.07,0.11,0.09,0.18,0.22,0.08,0.32,0.05,0.41,0.21,0.08,0.17,0.21,0.05,0.73,0.15,0.05,0.14,0.64,0.09,0.21,0.06,0.11,0.13,0.13,0.28,0.1,0.08,0.09,0.58,0.14,0.07,0.12,0.15,0.33,0.15,1,0.42,0.16,0.04,0.18,0.12,0.1,0.11,0.11,0.05,0.06,0.1
F15,0,0.26,0.05,0.1,0.12,0.07,0.15,0.12,0.17,0.09,0.22,0.26,0.06,0.08,0.07,0,0.1,0.32,0.09,0.22,0.23,0.15,0.12,0.05,0.45,0.37,0.53,1,0.14,0.08,0.43,0.09,0.22,0.22,0.31,0.06,0.1,0.07,0.02,0.18,0.11,0.08,0.04,0.17,0.06,0.14,0.31,0.42,0.11,0.17,0.1,0.14,0.3,0.09,0.05,0.19,0.21,0.1,0.18,0.11,0.45,0.1,0.03,0.65,0.32,0.05,0.07,0.08,0.05,0.04,0.17,0.07,0.12,0.15,0.04,0.09,0.05,0.1,0.14,0.16,0.04,0.11,0.13,0.27,0.27,0.23,0.07,0.12,0,0.14,0.05,0.72,0.07,0.15,0.1,1,0.08,1,0.27,0.08,0.03,0.11,0.14,0.28,0.27,0.11,0.27,0.32,0.11,0.19,0.14,0.11,0.21,0.14,0.11,0.11,0.29,0.07,0.06,0.07,0.15,0.17,0.23,0.14,0.19,0.08,0.18,0.3,0.15,0.05,0.2,0.1,0.32,0.32,0.24,0.14,0.05,0.08,0.22,0.1,0.17,0.21,0.42,0.04,0.18,0.11
F16,0,0,0.16,0.21,0.03,0,0.09,0.07,0.09,0.13,0.14,0.12,0.16,0.16,0.37,0.24,0,0.11,0.05,0.05,0.15,0.21,0.04,0.16,0.19,0.13,0.26,1,0.23,0.16,0.13,0.1,0.38,0.38,0.19,0.12,0.05,0.02,1,0.15,0.08,0.05,0.89,0.07,0.12,0.23,0.45,0.2,0.06,0.49,0.09,0.07,0.12,0.04,1,0.13,0.07,0.08,0.11,0.08,0.29,0.07,0.08,0.11,0.12,0.12,0.14,0.26,0.21,0.09,0.17,0.08,0.16,0.14,0.09,0.12,0.02,0.29,0.21,0.23,0.2,0.26,0.12,0.49,0.11,0.15,0.11,0.43,0.25,0.29,0.08,0.03,0.07,0.14,0.25,0.03,0.12,0.18,0.13,0.04,0.04,0.21,0.17,1,0.1,0.16,0.05,0.15,0.1,0.04,0.23,0.09,0.09,0.07,0.06,0.08,0.15,0.14,1,0.08,0.11,0.05,0.04,0.16,0.15,0.1,0.06,0.21,0.09,0.1,0.1,0.04,0.02,0.2,0.02,0.07,0.14,0.09,0.04,0.09,0.34,0.29,0.12,0.16,0.09,0.03
F17,0,0.07,0.02,0.18,0.11,0.5,0.3,0.09,0.14,0.08,0.05,0.11,0.07,0.18,1,0.32,0.04,0,0.04,0.05,0.11,0.14,0.07,0.11,0.16,0.05,0.32,0.17,0.07,0.11,0.27,0.16,0.16,0.16,0.21,0.16,0.43,0.08,0.05,0.15,0.06,0.07,0.27,0.06,0.06,0.06,0.3,1,0.09,0.29,0.05,0.08,0.12,0.14,0.06,0.18,0.03,0.08,0.14,0.1,0.11,0.04,0.04,0.02,0.18,0.35,0.33,0.16,0.19,0.05,0.15,0.05,0.37,0.12,0.03,0.07,0.05,0.08,0.13,0.09,0.04,0.15,0.13,0.21,0.5,0.15,0.07,0.25,0.08,0.21,0.05,0.11,0.06,0.09,1,1,0.19,0.37,0.07,0.07,0.05,0.15,0.08,0.06,0.13,0.2,0.06,0.04,0.04,0.04,0.07,0.09,0.08,0.06,0.03,0.06,0.13,0.06,0.12,0.08,0.05,0.03,0.17,0.11,0.16,0.06,0.08,0.23,0.05,0.1,0.21,0.04,0.03,0.07,0.02,0.12,0.05,0.05,0.12,0.09,0.23,0.16,0.19,0.03,0.05,0.07
F18,0,0.15,0.03,0.31,0.1,0.21,0.07,0.07,0.1,0.09,0.08,0,0.34,0.3,0.14,0.14,0.03,0.06,0,0.09,0.15,0.1,0.1,0.05,0.13,0.09,0.09,0.22,0.22,0.1,0.23,0.13,0.31,0.31,0.2,0.12,0.15,0.03,0.04,0.15,0.04,0.11,0.07,0.07,0.06,0.25,1,0.54,0.07,0.28,0.05,0.07,0.18,0.02,0.07,0.08,0.03,0.04,0.23,0.1,0.86,0.07,0.28,0.07,0.08,0.06,0.29,0.08,0.09,0.07,0.2,0.05,0.15,0.1,0.15,0.14,0.04,0.81,0.07,0.08,0.06,0.19,0.05,0.39,0.13,0.12,0.07,0.28,0.12,0.07,0.04,0.04,0.04,0.12,0.19,0.23,0.08,0.08,0.16,0.08,0.02,0.16,0.04,0.1,0.1,0.12,0.13,0.07,0.05,0.07,0.22,0.05,0.1,0.04,0.03,0.04,0.18,0.08,0.16,0.06,0.06,0.05,0.17,0.14,0.14,0.06,0.1,0.09,0.02,0.06,0.09,0.04,0.04,0.08,0.04,0.02,0.11,0.09,0.08,0.05,0.13,0.12,0.11,0.05,0.07,0.06
F19,0,0.11,0.04,0.22,0.07,0.15,1,0.11,0.19,0.08,0.06,0.11,0.05,0.08,0.09,0.31,0.03,0.07,0.09,0,0.32,0.07,0.08,0.06,0.31,0.21,0.1,0.32,0.09,0.59,0.13,0.18,0.17,0.17,0.23,0.08,0.13,0.09,0.03,0.17,0.12,1,0.06,0.16,0.06,0.08,0.13,0.11,0.11,0.35,0.06,0.02,0.24,0,1,0.28,0.08,0.04,0.11,0.13,0.09,0.06,0.11,0.07,0.1,1,0.07,0.23,0.2,0.12,0.32,0.06,0.1,0.04,0.04,0.07,0.03,0.13,0.24,0.25,0.09,0.83,0.34,0.24,0.14,0.08,0.05,0.34,0.12,0.15,0.07,0.06,0.05,0.29,0.34,0.1,1,0.19,0.07,0.04,0.23,0.2,0.15,0.07,0,0.46,0.23,1,0.23,0.11,0.09,0.05,0.19,0.05,0.03,0.12,0.24,0.14,0.15,0.04,0.35,0.06,0.19,0.13,0.1,0.11,0.05,0.09,0.06,1,0.19,0.07,0.07,0.1,0.15,0.1,0.26,0.17,0.08,0.13,0.33,0.14,0.22,0.12,0.1,0.05
F20,0,0.45,0.08,0.2,0.25,0.13,0.21,0.21,0.11,0.05,0.07,0.06,0.12,0.1,0.15,0.3,0.08,0.14,0.13,0.29,0,0.06,0.04,0.05,0.15,0.12,0.14,0.16,0.1,0.16,0.07,0.19,0.1,0.1,0.16,0.17,0.16,0.13,0.11,0.15,0.08,0.06,0.03,0.07,0.04,0.13,0.17,0.53,0.11,0.1,0.04,0.15,0.18,0.3,0.24,0.4,0.03,0.1,0.32,0.11,0.14,0.11,0.2,0.04,0.1,0.13,0.1,0.14,0.15,0.05,0.18,0.07,0.32,0.09,0.13,0.06,0.05,0.14,0.22,0.22,0.04,0.12,0.04,0.11,0.18,0.13,0.17,0.21,0.46,0.27,0.04,0.17,0.08,0.1,0.53,0.09,0.34,0.18,0.04,0.1,0.04,0.18,0.25,0.13,0.21,0.05,0.22,0.08,0.06,0.07,0.1,0.17,0.09,0.04,0.05,0.08,0.09,0.14,0.14,0.09,0.04,0.05,0.08,0.1,0.06,0.04,0.06,0.14,0.04,0.15,0.07,0.05,0.06,0.13,0.09,0.11,0.08,0.07,0.1,0.05,0.1,0.06,0.09,0.02,0.1,0.07
F21,0,0.08,0.05,0.11,0.05,0.09,0.08,0.12,0.11,0.04,0.06,0.06,0.05,0.07,0.06,0.21,0.12,0.2,0.09,0.07,0.07,0,0.05,0.05,0.17,0.18,0.09,0.04,0.11,0.06,0.13,0.26,0.12,0.12,0.09,0.09,0.14,0.21,0.04,0.17,0.07,0.14,0.06,0.1,0.08,0.07,0.27,0.1,0.06,0.2,0.05,0.13,0.19,0.35,0.08,0.13,0.2,0.12,0.14,0.08,0.07,0.09,0.2,0.12,0.06,0.17,0.13,0.05,0.13,0.02,0.06,0.04,0.11,0.06,0.06,0.06,0.03,0.12,0.11,0.13,0.02,0.26,0.09,0.07,0.08,0.05,0.08,0.17,0.18,0.28,0.04,0.09,0.05,0.1,0.64,0.04,0.1,0.06,0.05,0.11,0.05,0.14,0.13,0.07,0.32,0.14,0.3,0.2,0.07,0.06,0.11,0.09,0.09,0.05,0.04,0.07,0.16,0.13,0.12,0.07,0.06,0.05,0.1,0.17,0.07,0.07,0.03,0.21,0.07,0.09,0.06,0.09,0.07,0.12,0.26,0.09,0.14,0.06,0.12,0.08,0.13,0.14,0.15,0.04,0.26,0.05
F22,0,1,0.06,0.19,0.08,0.09,0.29,0.16,0.11,0.13,0.06,0.18,0.06,0.07,0.15,0.26,0.04,0.16,0.15,0.13,0.07,0.08,0,0.06,0.15,0.24,0.17,0.22,0.09,0.09,0.13,0.11,0.2,0.2,0.16,0.22,0.14,0.27,0.02,0.14,0.07,0.12,0.11,0.05,0.09,0.18,0.25,0.12,0.07,0.47,0.07,0.09,0.17,0.15,1,0.2,0,0.11,0.12,0.07,0.16,0.13,0.18,0.05,1,0.41,0.24,0.13,0.35,0.06,0.15,0.08,0.29,0.1,0.09,0.05,0.08,0.18,0.19,0.33,0.06,0.28,0.04,0.16,0.13,0.1,0.49,0.3,0.12,0.17,0.06,0.07,0.24,0.12,0.32,0.06,0.14,0.46,0.06,0.06,0.04,1,0.15,0.1,0.1,0.08,0.07,0.09,0.1,0.05,0.09,0.13,0.03,0.05,0.05,0.07,0.17,0.06,0.27,0.17,0.03,0.05,0.13,0.08,0.2,0.04,0.11,0.18,0.04,0.09,0.15,0.02,0.09,0.07,0.13,0.05,0.03,0.07,0.07,0.04,0.52,0.28,0.07,0.02,0.05,0.04
