id,label,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145
src/main/java/Dataset/TF/F (2)/Exchanges in History- What Third Party Cyber Risk Management (TPRM) Programs Can Learn from the Past.txt,0,0.27,0.66,0.13,0.3,0.36,0.74,0.34,0.28,0.25,0.49,0,0.43,0.33,0.23,0.47,0.41,0.54,0.36,0.34,0.2,0.51,0.35,0.48,0.49,0.62,0.83,0.21,0.43,0.43,0.22,0.23,0.14,0.14,0.51,0.25,0.36,0.39,0.43,0.45,0.32,0.57,0.18,0.49,0.49,0.58,0.45,0.84,0.29,0.24,0.35,0.43,0.58,0.22,0.57,0.53,0.61,0.58,0.33,0.6,0.35,0.53,0.47,0.37,0.54,0.83,0.36,0.44,0.37,0.27,0.32,0.28,0.49,0.28,0.49,0.25,0.32,0.46,0.52,0.47,0.31,0.45,0.22,0.41,0.54,0.24,0.39,0.3,0.36,0.54,0.54,0.45,0.63,0.49,0.55,0.33,0.43,0.49,0.25,0.47,0.43,0.47,0.28,0.38,0.38,0.32,0.36,0.38,0.47,0.63,0.43,0.44,0.53,0.42,0.32,0.32,0.44,0.38,0.51,0.37,0.21,0.42,0.24,0.23,0.3,0.25,0.3,0.53,0.61,0.61,0.31,0.36,0.69,0.24,0.76,0.54,0.34,0.24,0.45,0.57,0.4,0.26,0.2,0.35,0.53,0.49
src/main/java/Dataset/TF/F (2)/GRC- Going Beyond the Acronym.txt,0,0.3,0.59,0.2,0.38,0.33,0.74,0.25,0.44,0.38,0.39,0.32,0,0.21,0.18,0.45,0.19,0.46,0.33,0.37,0.51,0.47,0.46,0.31,0.45,0.21,0.65,0.22,0.54,0.37,0.29,0.41,0.36,0.36,0.42,0.36,0.36,0.22,0.47,0.38,0.41,0.31,0.49,0.57,0.65,0.58,0.42,0.38,0.4,0.4,0.62,0.35,0.51,0.27,0.43,0.25,0.51,0.34,0.29,0.61,0.32,0.66,0.32,0.34,0.33,0.27,0.49,0.32,0.74,0.41,0.39,0.32,0.29,0.28,0.42,0.4,0.26,0.36,0.25,0.53,0.38,0.35,0.22,0.57,0.27,0.33,0.33,0.38,0.32,0.65,0.43,0.45,0.24,0.49,0.18,0.47,0.64,0.27,0.29,0.45,0.34,0.43,0.33,0.25,0.39,0.32,0.48,0.51,0.47,0.59,0.54,0.41,0.53,0.6,0.31,0.41,0.57,0.57,0.58,0.25,0.32,0.48,0.36,0.36,0.36,0.36,0.42,0.44,0.48,0.67,0.39,0.43,0.42,0.39,0.42,0.56,0.48,0.3,0.45,0.32,0.57,0.42,0.35,0.35,0.64,0.41
src/main/java/Dataset/TF/F (2)/Security Policies Matter for Disaster Recovery.txt,0,0.31,0.49,0.14,0.38,0.31,0.36,0.29,0.19,0.26,0.36,0.33,0.27,0,0.23,0.32,0.38,0.5,0.32,0.51,0.26,0.31,0.25,0.36,0.38,0.36,0.54,0.16,0.4,0.48,0.23,0.29,0.2,0.2,0.35,0.25,0.25,0.28,0.29,0.48,0.28,0.33,0.25,0.38,0.65,0.47,0.34,0.29,0.45,0.44,0.34,0.39,0.45,0.29,0.4,0.25,0.31,0.39,0.3,0.35,0.33,0.39,0.47,0.33,0.4,0.49,0.21,0.33,0.51,0.4,0.31,0.42,0.36,0.42,0.43,0.35,0.36,0.46,0.25,0.39,0.42,0.39,0.17,0.3,0.62,0.29,0.36,0.35,0.5,0.42,0.49,0.44,0.3,0.38,0.25,0.37,0.4,0.42,0.22,0.42,0.42,0.26,0.16,0.32,0.4,0.39,0.42,0.26,0.35,0.28,0.4,0.5,0.45,0.31,0.4,0.28,0.39,0.28,0.34,0.21,0.14,0.52,0.31,0.18,0.45,0.24,0.24,0.25,0.39,0.48,0.24,0.33,0.41,0.26,0.6,0.56,0.38,0.34,0.37,0.4,0.4,0.23,0.18,0.3,0.37,0.43
src/main/java/Dataset/TF/F (2)/Stop Doing Four Things—and Convince Your Execs and Board to Properly Fund Cybersecurity.txt,0,0.27,0.51,0.13,0.46,0.36,0.7,0.34,0.35,0.25,0.39,0.25,0.26,0.24,0,0.54,0.53,0.48,0.31,0.21,0.31,0.39,0.39,0.38,0.41,0.65,0.61,0.33,0.32,0.53,0.16,0.23,0.23,0.23,0.42,0.37,0.5,0.37,0.3,0.55,0.39,0.5,0.27,0.39,0.62,0.55,0.46,0.27,0.62,0.33,0.41,0.44,0.42,0.27,0.61,0.35,0.8,0.53,0.3,0.55,0.38,0.6,0.52,0.43,0.53,0.66,0.49,0.56,0.51,0.32,0.32,0.28,0.33,0.37,0.43,0.2,0.12,0.58,0.51,0.49,0.34,0.37,0.19,0.23,0.53,0.2,0.52,0.39,0.51,0.43,0.6,0.61,0.49,0.5,0.28,0.39,0.42,0.42,0.21,0.4,0.4,0.29,0.26,0.27,0.44,0.49,0.72,0.46,0.36,0.46,0.32,0.94,0.48,0.67,0.29,0.39,0.51,0.48,0.54,0.31,0.23,0.55,0.42,0.27,0.41,0.27,0.39,0.61,0.49,0.55,0.38,0.47,0.53,0.33,0.44,0.68,0.37,0.29,0.78,0.48,0.49,0.33,0.15,0.39,0.4,0.23
src/main/java/Dataset/TF/F (2)/Why Is Digital Property Monitored Less than Physical Property_.txt,0,0.3,0.39,0.22,0.27,0.45,0.45,0.2,0.33,0.43,0.53,0.33,0.41,0.22,0.35,0,0.19,0.31,0.36,0.26,0.28,0.47,0.54,0.36,0.43,0.22,0.53,0.1,0.34,0.36,0.41,0.26,0.29,0.29,0.28,0.39,0.35,0.24,0.25,0.37,0.23,0.21,0.28,0.39,0.42,0.31,0.38,0.21,0.37,0.55,0.26,0.47,0.7,0.24,0.57,0.23,0.27,0.31,0.5,0.26,0.46,0.42,0.4,0.19,0.53,0.33,0.59,0.3,0.37,0.44,0.46,0.26,0.27,0.29,0.39,0.39,0.22,0.44,0.26,0.38,0.33,0.47,0.22,0.26,0.54,0.22,0.27,0.38,0.16,0.26,0.5,0.37,0.25,0.43,0.49,0.36,0.44,0.42,0.3,0.32,0.47,0.28,0.2,0.27,0.28,0.3,0.17,0.37,0.26,0.21,0.34,0.54,0.52,0.51,0.38,0.23,0.21,0.43,0.25,0.46,0.31,0.55,0.27,0.29,0.26,0.29,0.33,0.29,0.27,0.29,0.23,0.57,0.42,0.63,0.3,0.42,0.4,0.29,0.57,0.44,0.38,0.37,0.26,0.5,0.36,0.65
src/main/java/Dataset/TF/F (3)/10 Experts Who Love Kaspersky Internet Security 2015.txt,0,0.3,0.73,0.43,0.33,0.76,0.7,1,1,1,1,0.59,0.35,0.55,0.72,0.39,0,0.56,0.32,0.24,0.77,0.68,0.41,1,1,0.13,0.91,0.22,1,0.39,0.45,0.25,0.51,0.51,1,0.73,0.66,0.39,0.84,0.48,0.84,0.15,0.82,0.67,0.94,0.85,0.97,0.47,0.82,0.86,1,0.62,0.63,0.44,0.64,0.19,0.62,0.32,0.56,0.39,0.43,0.56,0.51,0.19,0.73,0.21,0.38,0.54,0.62,0.61,0.49,0.8,0.45,0.89,1,0.61,0.3,0.64,0.57,0.6,0.44,0.81,0.28,0.99,0.74,0.19,0.21,0.3,0.23,0.71,0.74,0.8,0.32,0.68,0.29,0.55,0.24,0.57,0.65,0.64,0.91,0.53,0.17,0.26,0.48,0.72,0.6,1,0.56,0.36,1,0.64,0.64,0.92,0.85,0.84,0.85,1,0.79,1,0.67,0.6,1,0.96,0.63,0.69,0.67,0.79,0.45,0.42,0.37,0.74,0.62,0.68,0.39,0.56,0.54,0.37,0.35,0.96,0.36,0.74,1,0.45,0.63,0.96
src/main/java/Dataset/TF/F (3)/5 Myths of Antivirus.txt,0,0.17,0.46,0.12,0.38,0.36,0.4,0.29,0.5,0.56,0.48,0.44,0.49,0.41,0.37,0.36,0.32,0,0.25,0.33,0.27,0.29,0.69,0.64,0.39,0.21,0.3,0.3,0.42,0.44,0.3,0.26,0.23,0.23,0.41,0.37,0.33,0.3,0.34,0.45,0.25,0.12,0.22,0.64,0.49,0.45,0.43,0.44,0.48,0.52,0.38,0.42,0.37,0.31,0.32,0.18,0.42,0.37,0.34,0.41,0.3,0.3,0.68,0.23,0.51,0.44,0.32,0.58,0.49,0.27,0.41,0.3,0.35,0.47,0.32,0.39,0.31,0.36,0.44,0.35,0.23,0.23,0.17,0.34,0.32,0.18,0.34,0.39,0.07,0.46,0.54,0.51,0.34,0.53,0.59,0.28,0.33,0.37,0.29,0.55,0.47,0.39,0.34,0.23,0.2,0.3,0.25,0.21,0.28,0.44,0.42,0.48,0.48,0.42,0.32,0.25,0.38,0.21,0.36,0.41,0.21,0.53,0.27,0.35,0.38,0.34,0.27,0.38,0.28,0.44,0.22,0.41,0.42,0.58,0.39,0.37,0.23,0.24,0.37,0.48,0.39,0.32,0.19,0.3,0.41,0.54
src/main/java/Dataset/TF/F (3)/95% of Android phones can be hacked with one just MMS- millions at risk.txt,0,0.24,0.28,0.13,0.31,0.24,0.77,0.28,0.29,0.43,0.32,0.31,0.37,0.28,0.25,0.45,0.19,0.26,0,0.31,0.32,0.35,0.32,0.34,0.37,0.23,0.62,0.17,0.26,0.25,0.25,0.24,0.27,0.27,0.43,0.42,0.31,0.34,0.29,0.4,0.27,0.36,0.28,0.49,0.64,0.53,0.58,0.26,0.63,0.38,0.42,0.43,0.56,0.26,0.33,0.32,0.46,0.3,0.2,0.53,0.39,0.33,0.43,0.34,0.4,0.31,0.33,0.42,0.51,0.38,0.33,0.34,0.3,0.37,0.51,0.23,0.32,0.49,0.55,0.3,0.26,0.38,0.11,0.41,0.44,0.18,0.38,0.37,0.43,0.68,0.56,0.67,0.37,0.41,0.47,0.5,0.26,0.28,0.31,0.5,0.64,0.22,0.27,0.22,0.52,0.36,0.36,0.32,0.4,0.26,0.26,0.5,0.33,0.33,0.23,0.27,0.31,0.5,0.37,0.31,0.24,0.46,0.3,0.34,0.35,0.29,0.24,0.54,0.42,0.45,0.37,0.37,0.49,0.42,0.42,0.47,0.31,0.25,0.62,0.65,0.52,0.41,0.25,0.48,0.31,0.41
src/main/java/Dataset/TF/F (3)/A Caribbean cyber-summit_ Gotta love it.txt,0,0.45,0.46,0.19,0.2,0.37,0.67,0.39,0.42,0.57,0.67,0.32,0.46,0.49,0.19,0.36,0.16,0.38,0.34,0,0.58,0.3,0.48,0.67,0.49,0.26,0.42,0.17,0.5,0.47,0.22,0.2,0.41,0.41,0.46,0.25,0.46,0.35,0.25,0.24,0.57,0.33,0.45,0.25,0.52,0.74,0.8,0.5,0.8,0.57,0.63,0.35,0.69,0.31,0.64,0.22,0.7,0.4,0.47,0.75,0.37,0.58,0.56,0.22,0.36,0.21,0.44,0.41,0.58,0.46,0.31,0.51,0.32,0.49,0.58,0.34,0.19,0.53,0.92,0.46,0.48,0.46,0.17,0.63,0.6,0.23,0.46,0.37,0.47,0.49,0.91,0.66,0.32,0.7,0.47,0.29,0.26,0.5,0.35,0.31,0.63,0.33,0.49,0.25,0.36,0.6,0.42,0.46,0.74,0.79,0.5,0.41,0.81,0.66,0.37,0.57,0.45,0.45,0.56,0.48,0.32,0.69,0.74,0.69,0.8,0.23,0.42,0.58,0.46,0.75,0.28,0.63,0.93,0.64,0.17,0.36,0.49,0.35,0.43,0.87,0.7,0.59,0.45,1,0.57,0.61
src/main/java/Dataset/TF/F (3)/Deep Dive- 5 Threats Affecting Hardware.txt,0,0.72,0.87,0.15,0.57,0.59,0.64,0.32,0.42,0.27,0.49,0.31,1,0.4,0.44,0.62,0.81,0.5,0.56,0.93,0,0.39,0.34,0.57,0.74,0.78,0.8,0.33,0.65,0.71,0.24,0.4,0.17,0.17,0.41,0.49,0.47,0.52,0.65,0.65,0.25,0.43,0.18,0.83,0.51,0.84,0.52,0.73,0.52,0.23,0.39,0.68,0.38,0.36,0.75,0.54,0.4,0.65,0.39,0.28,0.62,0.49,0.74,0.65,0.85,0.49,0.44,0.86,0.53,0.49,0.64,0.48,0.74,0.44,0.61,0.44,1,0.55,0.52,0.45,0.26,0.72,0.23,0.32,0.64,0.33,0.55,0.6,0.45,0.77,0.82,0.57,0.59,0.37,0.68,0.65,0.5,0.8,0.35,0.49,0.49,0.31,0.33,0.61,0.44,0.29,0.39,0.34,0.42,0.4,0.65,0.5,0.46,0.62,0.33,0.25,0.42,0.34,0.47,0.36,0.26,0.5,0.27,0.22,0.34,0.29,0.24,0.56,0.66,0.41,0.28,0.48,0.66,0.3,1,0.68,0.33,0.26,1,0.65,0.56,0.17,0.25,0.21,0.31,0.57
src/main/java/Dataset/TF/F (3)/Expert tips to avoid falling victim to ransomware.txt,0,0.33,0.36,0.15,0.21,0.32,0.5,0.23,0.27,0.35,0.37,0.37,0.46,0.23,0.27,0.5,0.35,0.26,0.3,0.23,0.19,0,0.25,0.43,0.32,0.26,0.46,0.17,0.38,0.36,0.24,0.26,0.18,0.18,0.3,0.31,0.2,0.35,0.27,0.42,0.28,0.21,0.26,0.43,0.57,0.56,0.41,0.3,0.53,0.39,0.35,0.3,0.38,0.4,0.44,0.22,0.6,0.5,0.34,0.44,0.36,0.47,0.28,0.48,0.41,0.43,0.24,0.49,0.58,0.37,0.33,0.28,0.28,0.5,0.35,0.25,0.34,0.44,0.49,0.36,0.24,0.28,0.21,0.41,0.49,0.23,0.38,0.23,0.37,0.6,0.55,0.41,0.22,0.37,0.3,0.35,0.36,0.29,0.14,0.41,0.33,0.27,0.26,0.31,0.36,0.45,0.47,0.36,0.28,0.4,0.38,0.5,0.35,0.35,0.23,0.29,0.21,0.38,0.39,0.28,0.2,0.47,0.33,0.21,0.45,0.25,0.24,0.4,0.41,0.47,0.29,0.53,0.51,0.46,0.39,0.48,0.33,0.31,0.44,0.53,0.31,0.29,0.29,0.28,0.37,0.53
