src/main/java/Dataset/TF/F_(2)/Exchanges_in_History-_What_Third_Party_Cyber_Risk_Management_(TPRM)_Programs_Can_Learn_from_the_Past.txt	0	0.24	0.51	0.26	0.08	0.1	0.13	0.2	0.36	0.11	0.31	0	0.11	0.19	0.07	0.13	0.09	0.14	0.39	0.11	0.09	0.29	0.14	0.04	0.23	0.07	0.2	0.07	0.09	0.08	0.1	0.2	0.21	0.21	0.39	0.15	0.36	0.33	0.21	0.32	0.28	0.16	0.08	0.17	0.25	0.1	0.11	0.27	0.23	0.06	0.08	0.18	0.25	0.3	0.12	0.19	0.22	0.08	0.21	0.11	0.11	0.2	0.15	0.4	0.09	0.17	0.11	0.27	0.04	0.22	0.08	0.25	0.28	0.11	0.1	0.1	0.13	0.18	0.2	0.22	0.06	0.18	0.24	0.11	0.17	0.05	0.2	0.07	0.23	0.17	0.09	0.46	0.11	0.14	0.22	0.09	0.18	0.18	0.05	0.1	0.36	0.53	0.41	0.25	0.11	0.15	0.25	0.06	0.05	0.25	0.09	0.17	0.2	0.05	0.14	0.28	0.17	0.25	0.13	0.18	0.38	0.07	0.22	0.13	0.12	0.11	0.13	0.11	0.26	0.09	0.23	0.19	0.12	0.07	0.22	0.31	0.23	0.27	0.26	0.55	0.12	0.15	0.22	0.05	0.89	0.17
src/main/java/Dataset/TF/F_(2)/GRC-_Going_Beyond_the_Acronym.txt	0	0.16	0.3	0.26	0.06	0.02	0.26	0.25	0.36	0.13	0.21	0.11	0	0.13	0.15	0.05	0.14	0.12	0.24	0.08	0.1	0.41	0.08	0.06	0.19	0.14	0.26	0.24	0.09	0.06	0.11	0.09	0.22	0.22	0.32	0.18	0.24	0.45	0.08	0.28	0.18	0.15	0.08	0.16	0.12	0.19	0.18	0.51	0.14	0.11	0.03	0.62	0.3	0.28	0.13	0.2	0.21	0.07	0.11	0.1	0.22	0.1	0.21	0.33	0.12	0.19	0.16	0.14	0.05	0.13	0.13	0.13	0.13	0.08	0.17	0.07	0.26	0.08	0.12	0.19	0.08	0.12	0.29	0.08	0.12	0.08	0.12	0.09	0.04	0.24	0.06	0.31	0.35	0.11	0.15	0.18	0.2	0.14	0.08	0.04	0.21	0.54	0.31	0.2	0.12	0.11	0.1	0.21	0.19	0.2	0.09	0.35	0.1	0.09	0.22	0.18	0.19	0.19	0.13	0.19	0.29	0.03	0.16	0.11	0.17	0.07	0.1	0.07	0.16	0.08	0.26	0.17	0.09	0.05	0.33	0.39	0.39	0.18	0.17	0.87	0.1	0.14	0.23	0.03	0.76	0.12
src/main/java/Dataset/TF/F_(2)/Security_Policies_Matter_for_Disaster_Recovery.txt	0	0.22	0.37	0.23	0.05	0.05	0.18	0.15	0.09	0.14	0.21	0.16	0.11	0	0.09	0.06	0.11	0.13	0.16	0.07	0.11	0.36	0.05	0.03	0.23	0.09	0.18	0.04	0.09	0.11	0.14	0.05	0.2	0.2	0.37	0.08	0.19	0.48	0.08	0.23	0.2	0.13	0.08	0.15	0.07	0.18	0.1	0.13	0.12	0.08	0.03	0.09	0.09	0.16	0.05	0.16	0.09	0.03	0.08	0.15	0.17	0.09	0.11	0.17	0.06	0.16	0.1	0.11	0.05	0.08	0.06	0.19	0.15	0.07	0.16	0.06	0.07	0.09	0.11	0.09	0.09	0.05	0.09	0.07	0.09	0.03	0.08	0.09	0.1	0.24	0.05	0.3	0.19	0.08	0.2	0.03	0.07	0.11	0.03	0.04	0.21	0.11	0.2	0.28	0.05	0.08	0.1	0.08	0.12	0.18	0.09	0.09	0.2	0.04	0.11	0.2	0.24	0.08	0.06	0.07	0.21	0.02	0.09	0.1	0.13	0.1	0.06	0.04	0.08	0.08	0.06	0.06	0.07	0.06	0.06	0.13	0.34	0.1	0.16	0.19	0.06	0.17	0.24	0.02	0.21	0.08
src/main/java/Dataset/TF/F_(2)/Stop_Doing_Four_Things”and_Convince_Your_Execs_and_Board_to_Properly_Fund_Cybersecurity.txt	0	0.33	0.49	0.27	0.14	0.07	0.15	0.18	0.27	0.14	0.54	0.11	0.24	0.17	0	0.08	0.16	0.09	0.22	0.06	0.18	0.44	0.17	0.03	1	0.22	1	0.07	0.09	0.2	0.16	0.15	0.27	0.27	0.24	0.11	0.29	0.17	0.14	0.12	0.24	0.5	0.13	0.25	0.33	0.1	0.11	0.25	0.21	0.12	0.09	0.48	0.28	0.23	0.23	0.18	0.24	0.13	0.2	0.19	0.12	0.49	0.23	0.29	0.13	0.13	0.16	0.32	0.06	0.18	0.07	0.2	0.18	0.1	0.11	0.07	0.17	0.26	0.16	0.27	0.07	0.16	0.22	0.16	0.34	0.07	0.01	0.16	0.07	0.3	0.08	0.4	0.17	0.22	0.14	0.32	0.08	0.15	0.05	0.05	0.19	0.42	0.33	0.35	0.11	0.1	0.13	0.18	0.47	0.41	0.09	0.13	0.15	0.11	0.17	0.24	0.33	0.09	0.12	0.13	0.7	0.11	0.15	0.21	0.19	0.13	0.18	0.16	0.21	0.08	0.2	0.19	0.28	0.08	0.98	1	0.27	0.11	0.27	0.3	0.07	0.16	0.32	0.05	0.62	0.28
src/main/java/Dataset/TF/F_(2)/Why_Is_Digital_Property_Monitored_Less_than_Physical_Property_.txt	0	0.49	0.22	0.14	0.04	0.02	0.12	0.13	0.3	0.16	0.41	0.26	0.09	0.15	0.1	0	0.07	0.11	0.08	0.26	0.15	0.38	0.1	0.03	0.13	0.07	0.24	0.64	0.08	0.03	0.23	0.05	0.31	0.31	0.38	0.08	0.11	0.08	0.13	0.09	0.17	0.07	0.09	0.14	0.22	0.7	0.09	0.44	0.21	0.08	0.06	0.12	0.16	0.14	0.09	0.11	0.03	0.08	0.14	0.1	0.23	0.12	0.08	0.52	0.09	0.05	0.12	0.07	0.02	0.15	0.12	0.14	0.09	0.14	0.06	0.11	0.06	0.12	0.14	0.08	0.07	0.09	0.42	0.17	0.18	0.08	0.06	0.06	0.09	0.12	0.04	0.22	0.08	0.06	0.11	0.4	0.19	0.11	0.12	0.05	0.05	1	0.21	0.13	0.06	0.24	0.17	0.28	0.07	0.27	0.08	0.12	0.12	0.07	0.18	0.17	0.2	0.06	0.05	0.16	0.21	0.08	0.18	0.14	0.6	0.23	0.06	0.16	0.18	0.02	0.25	0.08	0.24	0.09	0.22	0.17	0.09	0.1	0.2	0.24	0.08	0.24	0.45	0.03	0.3	0.26
src/main/java/Dataset/TF/F_(3)/10_Experts_Who_Love_Kaspersky_Internet_Security_2015.txt	0	0.18	0.88	0.19	0.04	0	0.16	0.23	0.22	0.36	0.25	0.41	0.71	0.64	0.48	0.15	0	0.19	0.1	0.06	0.25	0.25	0.24	0.1	0.05	0.39	0.13	0.08	0.44	0.07	0.15	0.12	0.78	0.78	0.34	0.12	0.09	0.07	0.08	0.55	0.35	0.03	1	0.09	0.59	1	0.48	0.22	0.09	0.32	0.56	0.03	0.27	0.06	0.19	0.09	1	0.08	0.2	0.33	0.22	0.65	0.14	0.46	0.13	0.17	0.22	0.26	0.25	0.11	0.16	0.24	0.06	0.1	0.15	0.19	0.11	0.48	0.37	0.28	1	0.2	0.56	0.38	0.12	0.12	0.19	1	0.31	0.29	0.1	0.1	0.1	0.34	0.2	0.08	0.28	0.23	0.13	0.04	0.03	0.38	0.44	1	0.04	0.52	0.15	0.49	0.39	0.3	0.44	0.27	0.35	0.06	0.43	0.35	0.18	0.16	1	0.15	0.55	0.1	0.25	0.56	0.32	0.42	0.03	0.35	0.19	0.22	0.07	0.39	0.05	0.56	0.1	0.17	0.55	1	0.1	0.07	0.22	0.61	0.27	1	1	0.07
src/main/java/Dataset/TF/F_(3)/5_Myths_of_Antivirus.txt	0	0.12	0.1	0.13	0.05	0.17	0.13	0.08	0.2	0.19	0.19	0.29	0.26	0.31	0.11	0.11	0.08	0	0.05	0.04	0.18	0.5	0.21	0.18	0.24	0.03	0.07	0.07	0.11	0.04	0.29	1	0.32	0.32	0.23	0.46	0.31	0.09	0.04	0.26	0.23	0.16	0.42	0.33	0.25	0.05	0.49	0.12	0.25	0.11	0.21	0.11	0.13	0.23	0.2	0.2	0.78	0.08	0.25	0.25	0.12	0.1	0.56	0.72	0.16	0.09	0.13	0.13	0.09	0.13	0.17	0.1	0.18	0.06	0.15	0.06	0.14	0.07	0.2	0.17	0.07	0.27	0.82	0.46	0.22	0.11	0.06	0.1	0.26	0.09	0.07	0.18	0.18	0.15	1	1	0.18	0.15	0.05	0.08	0.21	0.03	0.27	0.04	0.04	1	1	0.04	0.04	0.1	0.11	0.15	0.19	0.1	0.1	0.23	0.39	0.06	0.09	0.22	0.36	0.04	0.13	0.42	0.35	0.27	0.06	0.24	0.04	0.21	0.23	1	0.07	0.13	0.09	0.54	0.68	0.14	0.39	0.29	0.1	0.45	0.68	0.07	0.17	0.32
src/main/java/Dataset/TF/F_(3)/95%_of_Android_phones_can_be_hacked_with_one_just_MMS-_millions_at_risk.txt	0	0.47	0.18	0.13	0.1	0.08	0.04	0.12	0.18	0.19	0.18	0.72	0.47	0.35	0.26	0.08	0.04	0.04	0	0.11	0.13	0.28	0.08	0.08	0.1	0.06	0.1	0.17	0.25	0.05	0.14	0.13	0.33	0.33	0.27	0.34	0.23	0.07	0.11	0.1	0.1	0.21	0.18	0.08	0.25	0.18	0.29	0.12	0.23	0.1	0.18	0.06	0.2	0.18	0.09	0.1	0.16	0.03	0.16	0.22	0.22	0.07	0.13	0.18	0.1	0.03	0.16	0.08	0.05	0.13	0.19	0.21	0.06	0.07	0.1	0.1	0.14	0.31	0.19	0.1	0.08	0.12	0.25	0.34	0.15	0.05	0.07	0.16	0.13	0.16	0.05	0.13	0.09	0.16	0.39	0.18	0.2	1	0.05	0.06	0.1	0.12	0.16	0.08	0.04	0.11	0.14	0.06	0.1	0.11	0.25	0.14	0.38	0.04	0.06	0.1	0.16	0.04	0.07	0.16	0.23	0.07	0.1	0.29	0.22	0.16	0.08	0.1	0.03	0.09	0.06	0.1	0.06	0.05	0.09	0.1	0.08	0.07	0.17	0.19	0.04	0.17	0.16	0.05	0.21	0.2
src/main/java/Dataset/TF/F_(3)/A_Caribbean_cyber-summit__Gotta_love_it.txt	0	0.19	0.85	0.3	0.05	0.08	1	0.08	0.32	0.15	0.13	0.24	0.18	0.19	0.08	0.28	0.03	0.04	0.12	0	0.19	0.21	0.11	0.07	0.15	0.43	0.14	0.16	0.14	0.18	0.12	0.14	0.27	0.27	0.21	0.19	0.44	0.22	0.09	0.4	0.29	0.66	0.12	0.18	0.13	0.14	0.15	0.16	0.43	0.12	0.08	0.07	0.28	0.43	0.09	0.2	0.24	0.06	0.18	0.32	0.16	0.39	0.13	0.32	0.08	0.02	0.14	0.36	0.07	0.22	0.16	0.13	0.08	0.05	0.08	0.07	0.08	0.13	0.25	0.2	0.1	0.31	0.16	0.14	0.16	0.05	0.08	0.15	0.18	0.19	0.15	0.61	0.16	0.42	0.14	0.11	0.49	0.15	0.06	0.02	0.42	0.19	0.52	0.19	0.08	0.2	0.12	0.14	0.21	0.18	0.14	0.1	0.31	0.06	0.09	0.29	0.2	0.2	0.15	0.15	0.73	0.04	0.14	0.16	0.32	0.13	0.04	0.08	0.15	0.22	0.06	0.11	0.11	0.07	0.33	0.22	0.23	0.22	0.31	0.32	0.16	0.23	0.44	0.07	0.67	0.11
src/main/java/Dataset/TF/F_(3)/Deep_Dive-_5_Threats_Affecting_Hardware.txt	0	0.2	0.27	0.21	0.13	0.08	0.11	0.29	0.26	0.16	0.16	0.14	0.15	0.21	0.17	0.11	0.08	0.13	0.1	0.13	0	0.18	0.06	0.02	0.23	0.1	0.19	0.12	0.11	0.04	0.12	0.09	0.19	0.19	0.3	0.2	0.26	0.2	0.06	0.05	0.21	0.04	0.08	0.12	0.16	0.18	0.2	0.54	0.27	0.05	0.08	0.22	0.36	0.39	0.14	0.27	0.19	0.1	0.35	0.16	0.26	0.15	0.13	0.19	0.11	0.36	0.25	0.15	0.1	0.16	0.13	0.17	0.15	0.1	0.11	0.06	0.28	0.23	0.24	0.14	0.06	0.17	0.15	0.18	0.2	0.07	0.18	0.07	0.3	0.17	0.05	0.38	0.13	0.09	0.4	0.55	0.13	0.13	0.06	0.05	0.07	0.54	0.63	0.08	0.08	0.1	0.28	0.09	0.11	0.2	0.11	0.44	0.17	0.05	0.18	0.21	0.18	0.16	0.12	0.21	0.24	0.07	0.11	0.17	0.19	0.1	0.12	0.1	0.23	0.2	0.08	0.24	0.11	0.1	0.31	0.26	0.3	0.09	0.25	0.23	0.09	0.1	0.18	0.02	0.32	0.32
src/main/java/Dataset/TF/F_(3)/Expert_tips_to_avoid_falling_victim_to_ransomware.txt	0	0.19	0.13	0.09	0.05	0.04	0.05	0.13	0.22	0.13	0.2	0.15	0.22	0.23	0.15	0.1	0.03	0.13	0.08	0.05	0.06	0	0.08	0.06	0.11	0.09	0.09	0.04	0.09	0.05	0.11	0.11	0.19	0.19	0.15	0.09	0.26	0.15	0.06	0.21	0.16	0.04	0.12	0.11	0.28	0.06	0.15	0.16	0.21	0.07	0.08	0.05	0.21	1	0.05	0.09	0.18	0.07	0.13	0.14	0.08	0.06	0.24	0.16	0.07	0.13	0.23	0.06	0.06	0.09	0.06	0.2	0.06	0.09	0.09	0.05	0.04	0.17	0.16	0.09	0.06	0.07	0.24	0.09	0.08	0.03	0.07	0.06	0.09	0.14	0.06	0.08	0.05	0.12	0.33	0.07	0.15	0.25	0.03	0.03	0.04	0.1	0.46	0.04	0.08	0.08	0.17	0.1	0.06	0.13	0.09	0.23	0.16	0.03	0.12	0.16	0.14	0.12	0.17	0.09	0.23	0.04	0.12	0.17	0.23	0.12	0.04	0.07	0.14	0.09	0.04	0.11	0.09	0.05	0.06	0.05	0.3	0.06	0.19	0.15	0.07	0.15	0.28	0.03	0.37	0.14
src/main/java/Dataset/TF/F_(3)/Fact_or_Fiction_can_a_virus_actually_damage_PC_hardware.txt	0	0.62	0.29	0.21	0.08	0.05	0.25	0.17	0.36	0.15	0.09	0.31	0.17	0.14	0.23	0.11	0.11	0.23	0.1	0.11	0.08	0.34	0	0.03	0.29	0.3	0.34	0.2	0.16	0.07	0.12	0.08	0.27	0.27	0.31	0.11	0.3	0.25	0.04	0.27	0.17	0.2	0.19	0.08	0.13	0.2	0.35	0.23	0.19	0.13	0.1	0.32	0.16	0.33	0.17	0.21	0.13	0.13	0.17	0.11	0.46	0.2	0.22	0.28	0.3	0.68	0.27	0.19	0.07	0.13	0.15	0.21	0.12	0.11	0.14	0.08	0.26	0.15	0.22	0.18	0.1	0.19	0.13	0.17	0.18	0.09	0.08	0.14	0.17	0.13	0.09	0.2	0.61	0.08	0.29	0.09	0.12	0.2	0.04	0.04	0.1	0.08	0.41	0.11	0.08	0.11	0.09	0.17	0.16	0.22	0.16	0.33	0.12	0.08	0.16	0.17	0.2	0.07	0.11	0.19	0.1	0.08	0.11	0.11	0.34	0.1	0.11	0.08	0.13	0.06	0.16	0.06	0.17	0.05	0.38	0.1	0.19	0.19	0.16	0.27	0.1	0.36	0.15	0.03	0.27	0.26
