@RELATION doneVB_TF_MIX

@ATTRIBUTE filename {F1,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F7,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F8,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F9,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,T1,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T2,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T3,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T4,T40,T41,T42,T43,T44,T45,T46,T5,T6,T7,T8,T9}
@ATTRIBUTE label {0,1}
@ATTRIBUTE col1 REAL
@ATTRIBUTE col2 REAL
@ATTRIBUTE col3 REAL
@ATTRIBUTE col4 REAL
@ATTRIBUTE col5 REAL
@ATTRIBUTE col6 REAL
@ATTRIBUTE col7 REAL
@ATTRIBUTE col8 REAL
@ATTRIBUTE col9 REAL
@ATTRIBUTE col10 REAL
@ATTRIBUTE col11 REAL
@ATTRIBUTE col12 REAL
@ATTRIBUTE col13 REAL
@ATTRIBUTE col14 REAL
@ATTRIBUTE col15 REAL
@ATTRIBUTE col16 REAL
@ATTRIBUTE col17 REAL
@ATTRIBUTE col18 REAL
@ATTRIBUTE col19 REAL
@ATTRIBUTE col20 REAL
@ATTRIBUTE col21 REAL
@ATTRIBUTE col22 REAL
@ATTRIBUTE col23 REAL
@ATTRIBUTE col24 REAL
@ATTRIBUTE col25 REAL
@ATTRIBUTE col26 REAL
@ATTRIBUTE col27 REAL
@ATTRIBUTE col28 REAL
@ATTRIBUTE col29 REAL
@ATTRIBUTE col30 REAL
@ATTRIBUTE col31 REAL
@ATTRIBUTE col32 REAL
@ATTRIBUTE col33 REAL
@ATTRIBUTE col34 REAL
@ATTRIBUTE col35 REAL
@ATTRIBUTE col36 REAL
@ATTRIBUTE col37 REAL
@ATTRIBUTE col38 REAL
@ATTRIBUTE col39 REAL
@ATTRIBUTE col40 REAL
@ATTRIBUTE col41 REAL
@ATTRIBUTE col42 REAL
@ATTRIBUTE col43 REAL
@ATTRIBUTE col44 REAL
@ATTRIBUTE col45 REAL
@ATTRIBUTE col46 REAL
@ATTRIBUTE col47 REAL
@ATTRIBUTE col48 REAL
@ATTRIBUTE col49 REAL
@ATTRIBUTE col50 REAL
@ATTRIBUTE col51 REAL
@ATTRIBUTE col52 REAL
@ATTRIBUTE col53 REAL
@ATTRIBUTE col54 REAL
@ATTRIBUTE col55 REAL
@ATTRIBUTE col56 REAL
@ATTRIBUTE col57 REAL
@ATTRIBUTE col58 REAL
@ATTRIBUTE col59 REAL
@ATTRIBUTE col60 REAL
@ATTRIBUTE col61 REAL
@ATTRIBUTE col62 REAL
@ATTRIBUTE col63 REAL
@ATTRIBUTE col64 REAL
@ATTRIBUTE col65 REAL
@ATTRIBUTE col66 REAL
@ATTRIBUTE col67 REAL
@ATTRIBUTE col68 REAL
@ATTRIBUTE col69 REAL
@ATTRIBUTE col70 REAL
@ATTRIBUTE col71 REAL
@ATTRIBUTE col72 REAL
@ATTRIBUTE col73 REAL
@ATTRIBUTE col74 REAL
@ATTRIBUTE col75 REAL
@ATTRIBUTE col76 REAL
@ATTRIBUTE col77 REAL
@ATTRIBUTE col78 REAL
@ATTRIBUTE col79 REAL
@ATTRIBUTE col80 REAL
@ATTRIBUTE col81 REAL
@ATTRIBUTE col82 REAL
@ATTRIBUTE col83 REAL
@ATTRIBUTE col84 REAL
@ATTRIBUTE col85 REAL
@ATTRIBUTE col86 REAL
@ATTRIBUTE col87 REAL
@ATTRIBUTE col88 REAL
@ATTRIBUTE col89 REAL
@ATTRIBUTE col90 REAL
@ATTRIBUTE col91 REAL
@ATTRIBUTE col92 REAL
@ATTRIBUTE col93 REAL
@ATTRIBUTE col94 REAL
@ATTRIBUTE col95 REAL
@ATTRIBUTE col96 REAL
@ATTRIBUTE col97 REAL
@ATTRIBUTE col98 REAL
@ATTRIBUTE col99 REAL
@ATTRIBUTE col100 REAL
@ATTRIBUTE col101 REAL
@ATTRIBUTE col102 REAL
@ATTRIBUTE col103 REAL
@ATTRIBUTE col104 REAL
@ATTRIBUTE col105 REAL
@ATTRIBUTE col106 REAL
@ATTRIBUTE col107 REAL
@ATTRIBUTE col108 REAL
@ATTRIBUTE col109 REAL
@ATTRIBUTE col110 REAL
@ATTRIBUTE col111 REAL
@ATTRIBUTE col112 REAL
@ATTRIBUTE col113 REAL
@ATTRIBUTE col114 REAL
@ATTRIBUTE col115 REAL
@ATTRIBUTE col116 REAL
@ATTRIBUTE col117 REAL
@ATTRIBUTE col118 REAL
@ATTRIBUTE col119 REAL
@ATTRIBUTE col120 REAL
@ATTRIBUTE col121 REAL
@ATTRIBUTE col122 REAL
@ATTRIBUTE col123 REAL
@ATTRIBUTE col124 REAL
@ATTRIBUTE col125 REAL
@ATTRIBUTE col126 REAL
@ATTRIBUTE col127 REAL
@ATTRIBUTE col128 REAL
@ATTRIBUTE col129 REAL
@ATTRIBUTE col130 REAL
@ATTRIBUTE col131 REAL
@ATTRIBUTE col132 REAL
@ATTRIBUTE col133 REAL
@ATTRIBUTE col134 REAL
@ATTRIBUTE col135 REAL
@ATTRIBUTE col136 REAL
@ATTRIBUTE col137 REAL
@ATTRIBUTE col138 REAL
@ATTRIBUTE col139 REAL
@ATTRIBUTE col140 REAL
@ATTRIBUTE col141 REAL
@ATTRIBUTE col142 REAL
@ATTRIBUTE col143 REAL
@ATTRIBUTE col144 REAL
@ATTRIBUTE col145 REAL

@DATA
F11,0,0.27,0.66,0.13,0.3,0.36,0.74,0.34,0.28,0.25,0.49,0,0.43,0.33,0.23,0.47,0.41,0.54,0.36,0.34,0.2,0.51,0.35,0.48,0.49,0.62,0.83,0.21,0.43,0.43,0.22,0.23,0.14,0.14,0.51,0.25,0.36,0.39,0.43,0.45,0.32,0.57,0.18,0.49,0.49,0.58,0.45,0.84,0.29,0.24,0.35,0.43,0.58,0.22,0.57,0.53,0.61,0.58,0.33,0.6,0.35,0.53,0.47,0.37,0.54,0.83,0.36,0.44,0.37,0.27,0.32,0.28,0.49,0.28,0.49,0.25,0.32,0.46,0.52,0.47,0.31,0.45,0.22,0.41,0.54,0.24,0.39,0.3,0.36,0.54,0.54,0.45,0.63,0.49,0.55,0.33,0.43,0.49,0.25,0.47,0.43,0.47,0.28,0.38,0.38,0.32,0.36,0.38,0.47,0.63,0.43,0.44,0.53,0.42,0.32,0.32,0.44,0.38,0.51,0.37,0.21,0.42,0.24,0.23,0.3,0.25,0.3,0.53,0.61,0.61,0.31,0.36,0.69,0.24,0.76,0.54,0.34,0.24,0.45,0.57,0.4,0.26,0.2,0.35,0.53,0.49
F12,0,0.3,0.59,0.2,0.38,0.33,0.74,0.25,0.44,0.38,0.39,0.32,0,0.21,0.18,0.45,0.19,0.46,0.33,0.37,0.51,0.47,0.46,0.31,0.45,0.21,0.65,0.22,0.54,0.37,0.29,0.41,0.36,0.36,0.42,0.36,0.36,0.22,0.47,0.38,0.41,0.31,0.49,0.57,0.65,0.58,0.42,0.38,0.4,0.4,0.62,0.35,0.51,0.27,0.43,0.25,0.51,0.34,0.29,0.61,0.32,0.66,0.32,0.34,0.33,0.27,0.49,0.32,0.74,0.41,0.39,0.32,0.29,0.28,0.42,0.4,0.26,0.36,0.25,0.53,0.38,0.35,0.22,0.57,0.27,0.33,0.33,0.38,0.32,0.65,0.43,0.45,0.24,0.49,0.18,0.47,0.64,0.27,0.29,0.45,0.34,0.43,0.33,0.25,0.39,0.32,0.48,0.51,0.47,0.59,0.54,0.41,0.53,0.6,0.31,0.41,0.57,0.57,0.58,0.25,0.32,0.48,0.36,0.36,0.36,0.36,0.42,0.44,0.48,0.67,0.39,0.43,0.42,0.39,0.42,0.56,0.48,0.3,0.45,0.32,0.57,0.42,0.35,0.35,0.64,0.41
F13,0,0.31,0.49,0.14,0.38,0.31,0.36,0.29,0.19,0.26,0.36,0.33,0.27,0,0.23,0.32,0.38,0.5,0.32,0.51,0.26,0.31,0.25,0.36,0.38,0.36,0.54,0.16,0.4,0.48,0.23,0.29,0.2,0.2,0.35,0.25,0.25,0.28,0.29,0.48,0.28,0.33,0.25,0.38,0.65,0.47,0.34,0.29,0.45,0.44,0.34,0.39,0.45,0.29,0.4,0.25,0.31,0.39,0.3,0.35,0.33,0.39,0.47,0.33,0.4,0.49,0.21,0.33,0.51,0.4,0.31,0.42,0.36,0.42,0.43,0.35,0.36,0.46,0.25,0.39,0.42,0.39,0.17,0.3,0.62,0.29,0.36,0.35,0.5,0.42,0.49,0.44,0.3,0.38,0.25,0.37,0.4,0.42,0.22,0.42,0.42,0.26,0.16,0.32,0.4,0.39,0.42,0.26,0.35,0.28,0.4,0.5,0.45,0.31,0.4,0.28,0.39,0.28,0.34,0.21,0.14,0.52,0.31,0.18,0.45,0.24,0.24,0.25,0.39,0.48,0.24,0.33,0.41,0.26,0.6,0.56,0.38,0.34,0.37,0.4,0.4,0.23,0.18,0.3,0.37,0.43
F14,0,0.27,0.51,0.13,0.46,0.36,0.7,0.34,0.35,0.25,0.39,0.25,0.26,0.24,0,0.54,0.53,0.48,0.31,0.21,0.31,0.39,0.39,0.38,0.41,0.65,0.61,0.33,0.32,0.53,0.16,0.23,0.23,0.23,0.42,0.37,0.5,0.37,0.3,0.55,0.39,0.5,0.27,0.39,0.62,0.55,0.46,0.27,0.62,0.33,0.41,0.44,0.42,0.27,0.61,0.35,0.8,0.53,0.3,0.55,0.38,0.6,0.52,0.43,0.53,0.66,0.49,0.56,0.51,0.32,0.32,0.28,0.33,0.37,0.43,0.2,0.12,0.58,0.51,0.49,0.34,0.37,0.19,0.23,0.53,0.2,0.52,0.39,0.51,0.43,0.6,0.61,0.49,0.5,0.28,0.39,0.42,0.42,0.21,0.4,0.4,0.29,0.26,0.27,0.44,0.49,0.72,0.46,0.36,0.46,0.32,0.94,0.48,0.67,0.29,0.39,0.51,0.48,0.54,0.31,0.23,0.55,0.42,0.27,0.41,0.27,0.39,0.61,0.49,0.55,0.38,0.47,0.53,0.33,0.44,0.68,0.37,0.29,0.78,0.48,0.49,0.33,0.15,0.39,0.4,0.23
F15,0,0.3,0.39,0.22,0.27,0.45,0.45,0.2,0.33,0.43,0.53,0.33,0.41,0.22,0.35,0,0.19,0.31,0.36,0.26,0.28,0.47,0.54,0.36,0.43,0.22,0.53,0.1,0.34,0.36,0.41,0.26,0.29,0.29,0.28,0.39,0.35,0.24,0.25,0.37,0.23,0.21,0.28,0.39,0.42,0.31,0.38,0.21,0.37,0.55,0.26,0.47,0.7,0.24,0.57,0.23,0.27,0.31,0.5,0.26,0.46,0.42,0.4,0.19,0.53,0.33,0.59,0.3,0.37,0.44,0.46,0.26,0.27,0.29,0.39,0.39,0.22,0.44,0.26,0.38,0.33,0.47,0.22,0.26,0.54,0.22,0.27,0.38,0.16,0.26,0.5,0.37,0.25,0.43,0.49,0.36,0.44,0.42,0.3,0.32,0.47,0.28,0.2,0.27,0.28,0.3,0.17,0.37,0.26,0.21,0.34,0.54,0.52,0.51,0.38,0.23,0.21,0.43,0.25,0.46,0.31,0.55,0.27,0.29,0.26,0.29,0.33,0.29,0.27,0.29,0.23,0.57,0.42,0.63,0.3,0.42,0.4,0.29,0.57,0.44,0.38,0.37,0.26,0.5,0.36,0.65
F16,0,0.3,0.73,0.43,0.33,0.76,0.7,1,1,1,1,0.59,0.35,0.55,0.72,0.39,0,0.56,0.32,0.24,0.77,0.68,0.41,1,1,0.13,0.91,0.22,1,0.39,0.45,0.25,0.51,0.51,1,0.73,0.66,0.39,0.84,0.48,0.84,0.15,0.82,0.67,0.94,0.85,0.97,0.47,0.82,0.86,1,0.62,0.63,0.44,0.64,0.19,0.62,0.32,0.56,0.39,0.43,0.56,0.51,0.19,0.73,0.21,0.38,0.54,0.62,0.61,0.49,0.8,0.45,0.89,1,0.61,0.3,0.64,0.57,0.6,0.44,0.81,0.28,0.99,0.74,0.19,0.21,0.3,0.23,0.71,0.74,0.8,0.32,0.68,0.29,0.55,0.24,0.57,0.65,0.64,0.91,0.53,0.17,0.26,0.48,0.72,0.6,1,0.56,0.36,1,0.64,0.64,0.92,0.85,0.84,0.85,1,0.79,1,0.67,0.6,1,0.96,0.63,0.69,0.67,0.79,0.45,0.42,0.37,0.74,0.62,0.68,0.39,0.56,0.54,0.37,0.35,0.96,0.36,0.74,1,0.45,0.63,0.96
F17,0,0.17,0.46,0.12,0.38,0.36,0.4,0.29,0.5,0.56,0.48,0.44,0.49,0.41,0.37,0.36,0.32,0,0.25,0.33,0.27,0.29,0.69,0.64,0.39,0.21,0.3,0.3,0.42,0.44,0.3,0.26,0.23,0.23,0.41,0.37,0.33,0.3,0.34,0.45,0.25,0.12,0.22,0.64,0.49,0.45,0.43,0.44,0.48,0.52,0.38,0.42,0.37,0.31,0.32,0.18,0.42,0.37,0.34,0.41,0.3,0.3,0.68,0.23,0.51,0.44,0.32,0.58,0.49,0.27,0.41,0.3,0.35,0.47,0.32,0.39,0.31,0.36,0.44,0.35,0.23,0.23,0.17,0.34,0.32,0.18,0.34,0.39,0.07,0.46,0.54,0.51,0.34,0.53,0.59,0.28,0.33,0.37,0.29,0.55,0.47,0.39,0.34,0.23,0.2,0.3,0.25,0.21,0.28,0.44,0.42,0.48,0.48,0.42,0.32,0.25,0.38,0.21,0.36,0.41,0.21,0.53,0.27,0.35,0.38,0.34,0.27,0.38,0.28,0.44,0.22,0.41,0.42,0.58,0.39,0.37,0.23,0.24,0.37,0.48,0.39,0.32,0.19,0.3,0.41,0.54
F18,0,0.24,0.28,0.13,0.31,0.24,0.77,0.28,0.29,0.43,0.32,0.31,0.37,0.28,0.25,0.45,0.19,0.26,0,0.31,0.32,0.35,0.32,0.34,0.37,0.23,0.62,0.17,0.26,0.25,0.25,0.24,0.27,0.27,0.43,0.42,0.31,0.34,0.29,0.4,0.27,0.36,0.28,0.49,0.64,0.53,0.58,0.26,0.63,0.38,0.42,0.43,0.56,0.26,0.33,0.32,0.46,0.3,0.2,0.53,0.39,0.33,0.43,0.34,0.4,0.31,0.33,0.42,0.51,0.38,0.33,0.34,0.3,0.37,0.51,0.23,0.32,0.49,0.55,0.3,0.26,0.38,0.11,0.41,0.44,0.18,0.38,0.37,0.43,0.68,0.56,0.67,0.37,0.41,0.47,0.5,0.26,0.28,0.31,0.5,0.64,0.22,0.27,0.22,0.52,0.36,0.36,0.32,0.4,0.26,0.26,0.5,0.33,0.33,0.23,0.27,0.31,0.5,0.37,0.31,0.24,0.46,0.3,0.34,0.35,0.29,0.24,0.54,0.42,0.45,0.37,0.37,0.49,0.42,0.42,0.47,0.31,0.25,0.62,0.65,0.52,0.41,0.25,0.48,0.31,0.41
F19,0,0.45,0.46,0.19,0.2,0.37,0.67,0.39,0.42,0.57,0.67,0.32,0.46,0.49,0.19,0.36,0.16,0.38,0.34,0,0.58,0.3,0.48,0.67,0.49,0.26,0.42,0.17,0.5,0.47,0.22,0.2,0.41,0.41,0.46,0.25,0.46,0.35,0.25,0.24,0.57,0.33,0.45,0.25,0.52,0.74,0.8,0.5,0.8,0.57,0.63,0.35,0.69,0.31,0.64,0.22,0.7,0.4,0.47,0.75,0.37,0.58,0.56,0.22,0.36,0.21,0.44,0.41,0.58,0.46,0.31,0.51,0.32,0.49,0.58,0.34,0.19,0.53,0.92,0.46,0.48,0.46,0.17,0.63,0.6,0.23,0.46,0.37,0.47,0.49,0.91,0.66,0.32,0.7,0.47,0.29,0.26,0.5,0.35,0.31,0.63,0.33,0.49,0.25,0.36,0.6,0.42,0.46,0.74,0.79,0.5,0.41,0.81,0.66,0.37,0.57,0.45,0.45,0.56,0.48,0.32,0.69,0.74,0.69,0.8,0.23,0.42,0.58,0.46,0.75,0.28,0.63,0.93,0.64,0.17,0.36,0.49,0.35,0.43,0.87,0.7,0.59,0.45,1,0.57,0.61
F20,0,0.72,0.87,0.15,0.57,0.59,0.64,0.32,0.42,0.27,0.49,0.31,1,0.4,0.44,0.62,0.81,0.5,0.56,0.93,0,0.39,0.34,0.57,0.74,0.78,0.8,0.33,0.65,0.71,0.24,0.4,0.17,0.17,0.41,0.49,0.47,0.52,0.65,0.65,0.25,0.43,0.18,0.83,0.51,0.84,0.52,0.73,0.52,0.23,0.39,0.68,0.38,0.36,0.75,0.54,0.4,0.65,0.39,0.28,0.62,0.49,0.74,0.65,0.85,0.49,0.44,0.86,0.53,0.49,0.64,0.48,0.74,0.44,0.61,0.44,1,0.55,0.52,0.45,0.26,0.72,0.23,0.32,0.64,0.33,0.55,0.6,0.45,0.77,0.82,0.57,0.59,0.37,0.68,0.65,0.5,0.8,0.35,0.49,0.49,0.31,0.33,0.61,0.44,0.29,0.39,0.34,0.42,0.4,0.65,0.5,0.46,0.62,0.33,0.25,0.42,0.34,0.47,0.36,0.26,0.5,0.27,0.22,0.34,0.29,0.24,0.56,0.66,0.41,0.28,0.48,0.66,0.3,1,0.68,0.33,0.26,1,0.65,0.56,0.17,0.25,0.21,0.31,0.57
F21,0,0.33,0.36,0.15,0.21,0.32,0.5,0.23,0.27,0.35,0.37,0.37,0.46,0.23,0.27,0.5,0.35,0.26,0.3,0.23,0.19,0,0.25,0.43,0.32,0.26,0.46,0.17,0.38,0.36,0.24,0.26,0.18,0.18,0.3,0.31,0.2,0.35,0.27,0.42,0.28,0.21,0.26,0.43,0.57,0.56,0.41,0.3,0.53,0.39,0.35,0.3,0.38,0.4,0.44,0.22,0.6,0.5,0.34,0.44,0.36,0.47,0.28,0.48,0.41,0.43,0.24,0.49,0.58,0.37,0.33,0.28,0.28,0.5,0.35,0.25,0.34,0.44,0.49,0.36,0.24,0.28,0.21,0.41,0.49,0.23,0.38,0.23,0.37,0.6,0.55,0.41,0.22,0.37,0.3,0.35,0.36,0.29,0.14,0.41,0.33,0.27,0.26,0.31,0.36,0.45,0.47,0.36,0.28,0.4,0.38,0.5,0.35,0.35,0.23,0.29,0.21,0.38,0.39,0.28,0.2,0.47,0.33,0.21,0.45,0.25,0.24,0.4,0.41,0.47,0.29,0.53,0.51,0.46,0.39,0.48,0.33,0.31,0.44,0.53,0.31,0.29,0.29,0.28,0.37,0.53
F22,0,0.91,0.42,0.18,0.32,0.46,0.48,0.37,0.43,0.35,0.48,0.34,0.58,0.24,0.35,0.74,0.27,0.81,0.36,0.48,0.21,0.33,0,0.45,0.49,0.59,1,0.27,0.6,0.52,0.22,0.5,0.27,0.27,0.45,0.39,0.42,0.5,0.65,0.42,0.29,0.47,0.29,0.6,0.81,0.95,0.62,0.32,0.53,0.3,0.51,0.49,0.44,0.47,0.63,0.43,1,0.36,0.45,0.58,0.73,0.53,0.56,0.59,0.53,0.61,0.3,0.64,0.79,0.51,0.26,0.46,0.55,0.63,0.77,0.4,0.26,0.5,0.63,0.53,0.45,0.55,0.22,0.44,0.66,0.32,0.59,0.35,0.28,0.67,0.39,0.56,0.61,0.29,0.45,0.42,0.32,0.45,0.39,0.62,0.8,0.5,0.36,0.55,0.66,0.54,0.48,0.38,0.73,0.58,0.6,0.36,0.41,0.61,0.36,0.29,0.41,0.64,0.47,0.48,0.26,0.53,0.36,0.34,0.43,0.45,0.33,0.6,0.48,0.57,0.26,0.51,0.81,0.45,0.59,0.72,0.34,0.3,0.72,0.49,0.54,0.26,0.31,0.52,0.43,0.49
F23,0,0.44,0.45,0.15,0.36,0.26,0.46,0.25,0.39,0.23,0.2,0.31,0.27,0.24,0.23,0.34,0.46,0.51,0.25,0.46,0.25,0.38,0.31,0,0.44,0.37,0.56,0.2,0.42,0.27,0.19,0.21,0.2,0.2,0.33,0.29,0.31,0.35,0.28,0.3,0.24,0.33,0.22,0.32,0.4,0.84,0.22,0.3,0.33,0.21,0.34,0.43,0.44,0.24,0.67,0.47,0.5,0.38,0.41,0.36,0.51,0.48,0.45,0.33,0.51,0.43,0.26,0.51,0.49,0.26,0.34,0.29,0.32,0.28,0.42,0.36,0.38,0.49,0.35,0.32,0.31,0.38,0.18,0.37,0.25,0.19,0.32,0.39,0.25,0.68,0.42,0.35,0.49,0.33,0.47,0.33,0.33,0.47,0.26,0.34,0.32,0.22,0.23,0.34,0.36,0.36,0.32,0.28,0.51,0.43,0.42,0.48,0.51,0.32,0.24,0.24,0.28,0.29,0.27,0.21,0.19,0.43,0.3,0.24,0.36,0.27,0.23,0.3,0.4,0.48,0.27,0.37,0.57,0.26,0.47,0.48,0.34,0.22,0.49,0.46,0.43,0.22,0.25,0.28,0.23,0.3
F24,0,0.39,0.65,0.28,0.62,0.48,0.62,0.31,0.43,0.49,0.6,0.41,0.49,0.32,0.32,0.51,0.58,0.4,0.35,0.43,0.4,0.36,0.42,0.56,0,0.25,0.48,0.16,0.26,0.34,0.38,0.4,0.36,0.36,0.42,0.53,0.49,0.2,0.66,0.38,0.43,0.44,0.34,0.49,0.55,0.5,0.38,0.42,0.74,0.59,0.33,0.3,0.68,0.19,0.64,0.47,0.49,0.58,0.43,0.57,0.41,0.48,0.33,0.33,0.65,0.51,0.78,0.51,0.5,0.73,0.58,0.32,0.47,0.67,0.56,0.46,0.24,0.48,0.62,0.4,0.52,0.5,0.26,0.47,0.66,0.38,0.54,0.39,0.24,0.36,0.48,0.54,0.32,0.34,0.26,0.38,0.66,0.43,0.13,0.59,0.19,0.42,0.29,0.42,0.48,0.47,0.61,0.4,0.37,0.51,0.26,0.36,0.23,0.22,0.36,0.43,0.34,0.24,0.32,0.31,0.17,0.58,0.26,0.34,0.45,0.46,0.27,0.43,0.65,0.36,0.26,0.47,0.68,0.46,0.38,0.84,0.53,0.45,0.65,0.66,0.67,0.5,0.26,0.62,0.5,0.65
F25,0,0.32,0.78,0.58,0.78,0.17,0.55,0.72,0.74,0.99,0.84,1,0.45,0.59,1,0.52,0.15,0.43,0.44,0.44,0.83,0.58,1,0.92,0.49,0,0.59,0.05,0.77,0.65,0.4,0.61,0.48,0.48,0.92,0.86,0.35,0.33,0.19,0.28,0.36,0.27,0.6,0.72,0.51,0.6,0.59,0.41,1,0.83,0.57,0.87,0.51,1,0.95,0.39,0.67,0.69,0.59,0.88,0.61,0.78,0.53,0.4,0.41,0.51,0.44,0.62,0.86,0.38,0.68,0.62,0.43,0.7,0.94,0.9,0.2,0.69,0.89,0.67,0.26,0.74,0.44,0.29,0.32,0.23,0.5,1,0.15,0.99,0.57,0.9,0.3,1,0.39,1,0.94,0.27,1,1,1,0.44,1,0.31,0.75,0.45,0.32,0.37,0.89,0.69,0.77,0.56,0.71,1,0.69,0.36,0.6,0.45,0.86,0.68,0.42,1,0.79,0.71,1,0.52,0.88,1,0.53,0.93,0.3,1,0.81,0.86,0.3,0.75,0.7,1,0.65,0.79,1,1,0.55,0.55,0.52,1
F26,0,0.44,0.5,0.18,0.41,0.37,0.32,0.29,0.41,0.59,0.85,0.61,0.63,0.4,0.42,0.56,0.47,0.27,0.53,0.33,0.39,0.46,0.77,0.63,0.43,0.27,0,0.13,0.61,0.53,0.4,0.42,0.31,0.31,0.31,0.38,0.27,0.2,0.44,0.27,0.46,0.19,0.43,0.47,0.57,0.52,0.67,0.27,0.57,0.65,0.3,0.5,0.37,0.28,0.51,0.46,0.53,0.54,0.53,0.53,0.43,0.47,0.6,0.51,0.7,0.67,0.55,0.56,0.66,0.35,0.36,0.36,0.48,0.81,0.54,0.68,0.38,0.38,0.4,0.31,0.38,0.5,0.34,0.7,0.53,0.42,0.44,0.47,0.33,0.67,0.83,0.45,0.35,0.53,0.37,0.41,0.39,0.47,0.46,0.48,0.4,0.2,0.37,0.3,0.24,0.47,0.37,0.38,0.4,0.51,0.61,0.36,0.61,0.48,0.28,0.46,0.44,0.28,0.46,0.47,0.31,0.57,0.41,0.39,0.38,0.3,0.3,0.39,0.37,0.42,0.16,0.6,0.6,0.5,0.67,0.41,0.39,0.43,0.48,0.87,0.51,0.39,0.3,0.46,0.37,0.47
F27,0,0.36,0.51,0.22,0.37,0.3,0.35,0.47,0.41,0.66,0.5,0.29,0.41,0.23,0.44,0.2,0.21,0.52,0.29,0.26,0.31,0.33,0.39,0.43,0.27,0.05,0.26,0,0.35,0.33,0.46,0.24,0.26,0.26,0.39,0.54,0.45,0.2,0.21,0.23,0.38,0.17,0.27,0.19,0.51,0.43,0.54,0.17,0.52,0.46,0.29,0.6,0.54,0.32,0.73,0.37,0.41,0.51,0.59,0.46,0.23,0.46,0.5,0.27,0.27,0.39,0.32,0.34,0.51,0.29,0.32,0.41,0.36,0.65,0.9,0.43,0.21,0.5,0.46,0.56,0.35,0.49,0.32,0.51,0.62,0.34,0.4,0.31,0.08,0.61,0.53,0.41,0.3,0.8,0.38,0.62,0.75,0.52,0.36,0.24,0.37,0.29,0.37,0.14,0.44,0.48,0.11,0.32,0.41,0.34,0.35,0.44,0.46,0.32,0.38,0.38,0.31,0.33,0.35,0.25,0.48,0.26,0.34,0.48,0.24,0.38,0.55,0.51,0.4,0.53,0.33,0.53,0.46,0.43,0.14,0.45,0.57,0.47,0.49,0.48,0.68,0.87,0.48,0.39,0.34,0.34
F28,0,0.26,0.38,0.14,0.41,0.4,0.85,0.26,0.28,0.44,0.3,0.3,0.5,0.28,0.21,0.34,0.5,0.37,0.22,0.37,0.31,0.37,0.45,0.46,0.23,0.34,0.59,0.17,0,0.36,0.25,0.24,0.19,0.19,0.44,0.41,0.4,0.24,0.19,0.43,0.36,0.4,0.25,0.39,0.57,0.41,0.38,0.51,0.42,0.35,0.25,0.44,0.76,0.26,0.54,0.54,0.33,0.74,0.66,0.54,0.43,0.48,0.35,0.33,0.22,0.18,0.4,0.55,0.36,0.47,0.46,0.34,0.37,0.42,0.41,0.25,0.22,0.38,0.67,0.33,0.36,0.62,0.19,0.34,0.77,0.28,0.44,0.36,0.35,0.36,0.52,0.42,0.36,0.38,0.35,0.39,0.3,0.33,0.2,0.34,0.28,0.35,0.15,0.23,0.36,0.25,0.38,0.23,0.3,0.53,0,0.34,0.26,0.36,0.35,0.36,0.35,0.35,0.38,0.21,0.18,0.25,0.39,0.3,0.33,0.3,0.21,0.37,0.29,0.47,0.36,0.3,0.46,0.37,0.33,0.56,0.33,0.25,0.78,0.44,0.54,0.3,0.28,0.38,0.2,0.43
F29,0,0.23,0.31,0.19,0.35,0.37,0.62,0.36,0.4,0.56,0.51,0.31,0.36,0.36,0.37,0.38,0.2,0.39,0.21,0.36,0.34,0.36,0.4,0.3,0.3,0.29,0.53,0.17,0.37,0,0.3,0.42,0.31,0.31,0.27,0.38,0.4,0.29,0.26,0.37,0.31,0.22,0.31,0.35,0.36,0.46,0.39,0.42,0.44,0.32,0.39,0.42,0.53,0.27,0.59,0.31,0.44,0.22,0.39,0.56,0.37,0.36,0.45,0.21,0.46,0.23,0.34,0.35,0.59,0.5,0.33,0.31,0.34,0.59,0.53,0.4,0.28,0.45,0.58,0.57,0.31,0.39,0.18,0.44,0.5,0.17,0.41,0.43,0.25,0.44,1,0.38,0.47,0.35,0.32,0.35,0.43,0.27,0.26,0.4,0.36,0.22,0.25,0.33,0.62,0.28,0.36,0.29,0.43,0.43,0.37,0.48,0.28,0.35,0.28,0.31,0.25,0.45,0.32,0.18,0.29,0.4,0.32,0.39,0.34,0.33,0.24,0.57,0.41,0.4,0.24,0.44,0.53,0.43,0.37,0.44,0.31,0.28,0.57,0.57,0.47,0.39,0.31,0.38,0.26,0.48
